작성자,댓글,좋아요수,작성일
@샹스875,목소리가 넘비호감이라 내용듣고싶어도 끔 보이스선택에 신중하시길,1,2025-08-12T23:15:01Z
@deeperto,농산품은 오아시스보다 떨어져서 안산지 오래,0,2025-08-12T23:12:45Z
@joonnoon8333,안쓰는 사람은 쿠폰막 13000원씩주고. 계속쓰는 사람은 쿠폰안줌.. 그래서 컬리아이디만 있고 안쓰는 친구한테 계속 쿠폰줘서 친구아이디로 구매함. 헌신고객은 안주고 안사는사람만 혜택주니 억울해서 안쓰기시작함😊,1,2025-08-12T23:01:37Z
@even611,뭘 자꾸 단순해 ㅋㅋ,0,2025-08-12T22:27:12Z
@크림바닐라-e9p,아. ..컬리 진짜 좋은데..ㅠ 쿠팡보다 컬리에서 더 많이 삼.. 우리집 냉동실을 책임지는데..,0,2025-08-12T22:19:00Z
@가렌-s1r,"새벽배송이 그렇게 효율적인가??
돈 없으면 쿠팡써.😊",0,2025-08-12T22:16:38Z
@최유찬-d9y,물건은 좋은데 정가가 너무 비싸니 쿠폰 없으면 호갱 당한 기분,0,2025-08-12T21:52:16Z
@민sss,컬리 잘 이용중인데 큰일이네...,1,2025-08-12T21:52:13Z
@ronsoft,쿠팡은 퀄리티 테무급인데 컬리는 백화점급임 잘 살아남아줬으면 좋겠음,0,2025-08-12T21:44:42Z
@초설-t5f,비싸도 품질좋다고 쿠폰 주면 가끔 썼는데 이젠 품질도 복불복이 됐음.반품도 잘 안받아줌.,0,2025-08-12T19:16:05Z
@박승현-l1g,이래서 여자대표는 안돼,1,2025-08-12T19:07:46Z
@fireeggkimpaul4758,한편으론 너무 아쉽네요!! 잠깐 환자였을 때.. 잘 먹었던 샐러드 세트 덕분에 입맛도 살았는데..😢,0,2025-08-12T17:49:11Z
@jjjiii-b2h,싹 뒤에서 씨~익 웃고있는 쿠팡이 보인다,0,2025-08-12T17:28:02Z
@tattvamasi21,"그냥 쿠팡이 압도적으로 다 편함. 배송 제품, 카테고리 다양성 특히 가격경쟁에서 비교가 안됨 퀄리티 따지는사람 많지않음 대부분 사람들은 싸고 많이주는게 최고지 특히 생필품 식품 같은건..",0,2025-08-12T16:53:45Z
@bbb-px7tu,전지현 고액 광고료가 아니라 판매가를 낮춰야했다. 너무 고개 들고 프리미엄으로 가려고했다..그러니 약간 밥맛...뭐도 없는게 고급임척하는 브랜드마케팅느낌낫음,8,2025-08-12T16:43:33Z
@리브촬,포장이 너무 과해서 죄책감 동반되서 기피하게됨,0,2025-08-12T16:08:09Z
@최은아-k9d,배송이 잘못 됐을때나 제품에 문제 있을때 대응이 정말 짜증났음. 모두 고객 책임으로 떠넘기고 보상 없음. 두번 다시는 안시킴.,0,2025-08-12T16:06:38Z
@밝게빛나는소영,믈건의 질은 좋은데 비싸다는것 때문에.... 이거 해결하기가 어려움 그래도 이용하면 좋음,0,2025-08-12T15:49:24Z
@가는살인자뻑,끝까지 먹거리로 가야했다,0,2025-08-12T15:40:35Z
@가는살인자뻑,문제는 생물은 누구나 만족불가,0,2025-08-12T15:36:59Z
@준토피아999,컬리 대표 철학은 진심인 사람 인것 같아요 제일 신선하고 품질 좋아서 컬리만 씁니다,2,2025-08-12T14:58:53Z
@창구구속,운이 너무 없었음. 이런 신사업은 초반 몇년간 적자를 감수하면서 업계 선두를 지키고 후발주자를 말려 죽여야 하는데 후발주자인 쿠팡이 소프트뱅크를 등에 업고 오히려 컬리를 말려죽여버림. 기업가치 4000억? 절대 안됨. 천억에 살 사람도 없을듯,0,2025-08-12T14:58:01Z
@우쭈쭈-y7i,또 여자대표네,0,2025-08-12T14:50:33Z
@ygyg-b1i,"컬리 가치있음..밀키트도 엄청 만들고 같은 제품이어도 이마트 배송보다 컬리가 훨씬 낫고 품질이 괜찮음
항상 믿고 시키기 때문에 안 망했으면 좋겠다..",1,2025-08-12T14:50:04Z
@NYYoon-s1c,중국자본 맞죠? 망해도 아쉽지 않음.,0,2025-08-12T14:24:33Z
@wkim4455,5:09 매출과 영업이익이 바뀌었네요;;,0,2025-08-12T14:23:27Z
@jy3813,컬리 비싸지만 그만큼 값어치 한다. 그러나.. 너무 비싸서 안쓰게 된다.,0,2025-08-12T14:18:20Z
@이슬기-v9k,언제부터였을까.. 회사로 주문하면 새벽 시간에 출입 못한다고 건물 밖에 띡 두고 가고.. 그게 몇 번 반복되고 개선의 여지가 없다보니 이용을 안하게 됨.. 쿠팡은 잘만 들어오거든...,0,2025-08-12T13:18:17Z
@LEE-b4t,엥? 작년부터 적자많이 줄였고 지금 올해부터 거의 흑자전화인거같던데,0,2025-08-12T12:49:35Z
@니가먼저그래짜나,그래두 컬리 자체 상품이나 신선도가 좋아여!! 박스 포장 상태두 쿠팡보다 훨 낫고 애기 키우는 사람은 컬리 필수..,0,2025-08-12T12:36:47Z
@hybridcloud4994,슬프다 눈물난다 괴롭히지마 김슬아 대표님..,0,2025-08-12T12:26:01Z
@ujoo723,"난 컬리 너무 좋은데..
쿠팡 요즘에 로켓배송 느려졌고, 사건 사고 너무 많고 물건 몇개 사도 환경 전혀 생각안하는 과대포장에, 양아치같이 굴어서 소비해주기 싫음.  
컬리는 식재료 너무 믿을만하고, 생활용품도 급할 때 쿠팡이나 네이버보다 빠르게 배송되고, 외국식재료 이렇게 파는 곳이 없음. PB상품 퀄리티도 매우 훌륭하고 맛 없는게 없음. 컬리 멤버십도 저렴한데 쿠폰도 많이 줘서 만족하면서 사용 중임. 
컬리 제품 뜯다보면 플라스틱하고 비닐이 잘 분리되게 비싼 용기를 사용한게 느껴짐. 난 그냥 쿠팡보다 비싸도 환경부담금 낸다는 생각으로 컬리이용하게 됨. 제발 없어지면 안되는데 ㅠㅠㅠ 나 컬리의 굉장한 팬이었네 ㅠㅠㅠ",0,2025-08-12T12:12:10Z
@magujabi,"난 마켓컬리 나오자마자 망할 줄 알았다.
여자들만 타겟으로 둔듯한 운영방식.  규모경제를 꿈꾸면서 살것 없는 쇼핑몰
비싼제품을 소포장으로 판매하는
 비효율의 끝판왕.    여성고객들로만
지금까지 온게 기적이라고 봐야 할 정도",0,2025-08-12T11:47:16Z
@user-145zxy,쿠팡보다 컬리가 질이 두 좋음,1,2025-08-12T11:46:45Z
@반디-j4v5w,"식재료에 고급스러운 포장? 쓰레기만 늘어날뿐. 
쓸데없는 과대포장은 더 줄여주길 바랍니다.",4,2025-08-12T11:43:24Z
@likejhu,"샛별배송 시켯는데 1층 공동현관 앞에 두고가서, 
 그날부터 빠염~ 😅",0,2025-08-12T11:36:00Z
@supark1004,ㅜㅜ 컬리 맘아프네요ㅜ,0,2025-08-12T11:20:54Z
@danielc3554,쿠팡이 운이 좋았지 이 조그만 나라에 저런 유통은,0,2025-08-12T11:20:03Z
@Real-xn4ok,"쿠팡은 싸구려만 팜. 컬리는 쿠팡 보다 뭐든 퀄리티가 높음.
차별화가 분명 하기에. 나는 컬리만 씀.",1,2025-08-12T11:13:11Z
@선인장-q2x,과거에는 우와 이것두 있어??이런게 있었어??라며는 이제는 음~그래. 정도?애플과 비슷한 느낌???처음 애플은 우와~를 외치고 다음거는? 그래서 그다음 언제 나오는데??라면 이제는 어~그래서 언제 나와? 나오면 음~글쿤 정도??,0,2025-08-12T10:50:54Z
@골든벨-h2i,난 쿠팡이 좋아~~ 컬리는 대부분 쫌 비쌈~~ 그리고... 쿠팡이나 네이버가 있는한 파산은 기정사실.,0,2025-08-12T10:38:36Z
@Will-rp1bb,경쟁은 이미 끝났다 컬리는 가능성이 없다. 지금까지 운영해온것도 누군가의 투자금으로 버티는것뿐.,0,2025-08-12T10:19:17Z
@zoenyang2739,전 쿠팡 안쓰고 컬리만 써요. 컬리 화이팅!,0,2025-08-12T10:15:30Z
@Fgjhsjhf3261,"포문을 연건 컬리였지만 쿠팡이 무서운 속도로 따라잡기 시작하니까 마음 급한 컬리가 일단 지역 부터 급하게 확장부터하고 새벽 배송 되지도 않으면서 무분별하게 배송을 받기 시작하면서 부터 꼬였음... 
이후 쿠팡은 각 지역 마다 새벽배송 로켓배송이 원활하게 되었는데 컬리는 그게 안되었고 늘 비교 대상이 되었고 선두주자였지만 결국 서비스 측면에서는 후발주자였음.
그럼에도 제품에 퀄리티 측면이나 고급스러움으로 밀고 나가려고 애쓰긴했지만 요즘 냉동 간편 조리제품들 퀄리티가 워낙 높다보니 쉽지 않았던거 같고 
그냥 새벽 배송을 하는 지역에 집중 했었다면 충성고객은 잡았을 거라고 생각함... 이후 완벽하게 지역 확장해나갔으면 컬리만한 배송 플랫폼은 없었을거란 아쉬움이 조금 남긴함..",0,2025-08-12T10:11:46Z
@쿠헤헤쿠히,컬리 안 써본 사람은 있어도 한 번만 써본 사람은 없다 --> 컬리 호기심으로 한번은 써보지만 그다음은 안쓴다 ㅜ ㅜ,0,2025-08-12T09:30:20Z
@컨앙,우린 티몬 위메프를 보고 깨우쳣다,1,2025-08-12T09:03:59Z
@HYANG96,제2의 티몬이 되겠군,0,2025-08-12T08:48:31Z
@저쫄티비,컬리..2만이상이면 무배고 질도 배송도  좋아서 자주 사용하는데..자구책이 절실해보이네요.,1,2025-08-12T08:46:02Z
@Dear_Name-,"컬리가 쿠팡에게 꿀리는건 가격밖에 없음 오히려 질 좋은건 더 많은 편이고, 새벽배송이나, 빠른 배송은 쿠팡과 비교해도 꿀리는 면이 없죠.",1,2025-08-12T07:50:59Z
@이은화-l1d,"중국 돈이 묻기시작하면 끝이 안좋다
첨엔 컬리 신선하고 좋게 생각했는데..
더 크게 성장할 욕심에 중국의 투자를 너무 많이 받았다는거
온전한 대한민국 기업이 아닙니다",0,2025-08-12T06:54:25Z
@heedae111,"아누리 좋은 아이디어가 있더라도....
투자금이 충분하지 않으면....
쿠팡 = 손정의  구조가 성공했던거임...",0,2025-08-12T06:34:01Z
@rightnow4327,이용자로써 안타깝네...,0,2025-08-12T04:29:44Z
@user-dv1ys4sk7r,"부자들은 컬리, 서민들은 쿠팡, 완전 프리미엄으로 전향하기엔 리스크가 크니까 못하고 있겠지? 그러니 어정쩡해서 쿠팡에 밀리고",0,2025-08-12T04:12:50Z
@revolution9455,컬리는 끝났어. 대한민국 카피캣 시장은 뭐 하나 잘되면 다 달라 붙어서 찍어 누르는 판이야. 이나라는 이렇게 돌아가,0,2025-08-12T04:02:44Z
@따갚,ai음성같은데 듣기거북하네요,0,2025-08-12T03:54:45Z
@핫후라이드치킨,쿠팡 이마트 상대로 이길수있겠음?..,0,2025-08-12T03:45:32Z
@DOGChina,기업가치 떡상했을때 팔고 엑시트했아야지 ㅋㅋ,0,2025-08-12T03:36:16Z
@kangking6641,짜응개=컬리,0,2025-08-12T02:59:57Z
@붐버-q9o,컬리가 갈아넣는다면 쿠팡은 피를 뽑아먹는데. ㅋㅋㅋㅋ ~~~~~~~~~~~~~~~,0,2025-08-12T02:12:24Z
@삼묘당,"컬리 이용한지 4달된 지방러임. 
지방이라서 새벽 아니라 점심때쯤 롯데택배로 오긴함. 근데 제품 구성이나 품질이 만족스러움. 
1인가구에 최적임. 망하지마.",0,2025-08-12T01:49:20Z
@Ace1Eric,"쿠폰뿌리고 발버둥 칠 때 알아봤음.ㅎㅎ

셀러들 돈 빨아먹고 버티겠다는 얘긴데, 티메프 꼴 나게 생겼네.",0,2025-08-12T01:48:47Z
@EnNoaa,5:10 영업이익 매출 거꾸로임,0,2025-08-12T01:40:58Z
@Pororos99999hmg,이유없이 비싸,0,2025-08-12T01:35:40Z
@3pp761,컬리 매출 다시 늘어나고 있음,0,2025-08-12T01:29:13Z
@lilililillllIIll,조만간 망하겠네 ㅎㅎ,0,2025-08-12T01:17:22Z
@김대석-e1d,컬리쓰는사람들은 만족도 높던데..,0,2025-08-12T01:03:17Z
@su_a1227,"적자인데... 광고모델은 제일 비싼 연예인 쓴거보고... 망하겠다 싶었음...
전지현에... 이효리라니...",1,2025-08-12T00:21:07Z
@lupin4957,이상과 현실은 다르지😂,0,2025-08-12T00:15:04Z
@bligemalibu606,"이용 경험 1. 콜드체인 시스템이 의심될정도로 선도나 상태가 떨어지는 경험이 간간히 있었음.

2. 뷰티컬리
제품들은 성분도 트렌드도 고려하지 못 한 듯 어정쩡했고,
가격도 할인 마치 많이하는듯 하나 실제론 별로 아니었음.

3. 새벽배송인데 자꾸 전 날 밤에 와버릴때도 있고 해서 불편했음. 그렇다고 원하는 시간대로 설정이 ssg처럼 되는것도 아니고.

4. 재구매가 어려움.
Ssg 같은데는 저번에 샀던 걸 그대로 장바구니에 담으면 되는 재구매가 대부분 가능한 상품들이라 편한데,
컬리는 샀던 게 사라져버려서 처음부터 다시 골라야되는 비효율에 피로감이 느껴짐.

물론 다른데에서 잘 취급하지 않는 해외 브랜드나 국내 희소성있는 브랜드들 상품도 들어오곤 해서 장점이지만,
그 외엔 사실 특별한 맛도, 퀄리티도, 가격 경쟁력도, 
멤버십 혜택도 내세울 게 딱히 없는 애매함이 느껴짐. ..",7,2025-08-12T00:10:17Z
@nellyskykim,안돼 난 컬리 없으면 안된단 말이야!!!!!,1,2025-08-11T23:57:37Z
@이도리도리-i6m,"냉동,식음배달 백 필요없는데 돈떼먹고 시작하는거
킹받아서 쿠팡만씀. 
물놀이나 야외 나가면 들고오는사람 엄청많음.",0,2025-08-11T23:55:31Z
@자우자-j7q,“대기업 임원 : 그게 돈이 되겠어?” 한국  플랫폼 스타트업의 핵심을 꿰뚫는 이야기.,0,2025-08-11T22:48:45Z
@루키댕댕이,4천억? 너무 비싸게 쳐준거아니냐,0,2025-08-11T22:39:36Z
@heyhan5551,"쿠팡이 좀 더 싸서 옮김 
컬리는 처음에  판매상품이 다양하고 이마트에도 없는 제품도 팔고 앱도  다른곳과 다르게 깔끔해서 좋았는데 어느순간 너무 비싸다는 생각과 쿠폰을 남발하지만 거의쓸게없고 다양성부분도 쿠팡도 거의 비슷해서 자꾸 눈 돌리게 됨 멤버쉽 금액이 작지만 멤버쉽해도 큰 이득이 별로 없음",0,2025-08-11T22:21:58Z
@영웅전문수집가1급,컬리가 품질은 좋음,1,2025-08-11T22:18:18Z
@100PA55,컬리 제품이 퀄리티가 좋다고 느껴본적없음,0,2025-08-11T22:15:30Z
@gerrardlee1511,7년전부터 왜 안망하지 의문했던1인,0,2025-08-11T22:10:03Z
@정성철-b9f,결국 이게 여유돈이 있어야 이용할텐데. 부담됨.,0,2025-08-11T22:04:41Z
@kkamangyang,"품질이 쿠팡이랑 비교도 안되서 
계속 컬리 쓰고 있는데 망하면 안돼요",88,2025-08-11T21:38:16Z
@lllllIIIIIlllIl,결국 대기업 말대로 그게 돈이되겠어? 에 발목잡힌거네,0,2025-08-11T21:36:30Z
@startosea,쿠팡이 너무 강려크하다 컬리는 비쌈 무려배송 금액도 높음. 그렇다고 특별한 제품도 없음. 새벽배송 처음이 센세이션이었지만 아직도 새벽배송밖에 없음,0,2025-08-11T21:27:12Z
@kyongnammin4545,"식품살땐 꼭 컬리에서만 삽니다

망하면 않됩니다",1,2025-08-11T21:00:22Z
@lovelee4778,컬리 아이디도 없는데.,0,2025-08-11T20:43:59Z
@DysDts,욕심을 버리고 본인들의 정체성을 지켰다면 아프진 않았을텐데 ㅎㅎ 근본과 본인들의 컬러를 지켰다면 투자는 언제든 받을수 있는것인데 이젠 투자자들에게 신용을 잃었으니 아쉽네요,1,2025-08-11T19:11:17Z
@kittredgelol,물건이 별로 없음 안쓰는 이유는 이거때문이다,0,2025-08-11T18:34:22Z
@국밥먹고갈래,무료배송 쿠폰 중복사용이 안되는게 거지같음,0,2025-08-11T18:16:42Z
@sjs8701,알고보면 차별점은 배송 노동력 +시스템만 갖추면 되는거고 나머지는 단순 쇼핑몰이라 사실상 특별한게 없었죠. 차별점이 명확하려면 노하우도 명확해야하는데 따라하기 너무 쉽죠,0,2025-08-11T16:59:17Z
@기유키,이젠 다들 오아시스,0,2025-08-11T16:42:55Z
@짱심이,"컬리 고객응대때문에 실망한적이 한두번이 아님. 뷰티컬리 초창기에 립스틱 주문하고 발색해봤는데 내가 주문한 색이 아닌거같아 칼라넘버 확인해보니 내가 주문한 색이 아니었음. 고객센터 문의하니 이미 사용하셨기에 교환이 안된다는 답변듣고 열받았던 기억이... 결국 교환받긴 했지만 고객응대에서 실망함.
오배송 온 경우도 많았고...
그러나 오아이스, 쿠팡은 고객응대 신속하고 일처리도 빨랐음.",0,2025-08-11T15:49:32Z
@aoiu-ls4vn,"컬리 싼맛에 구독했다가 끊은지 좀 됐는데 역시 사람들 맘은 다 비슷하구나.
근데 이런거 대놓고 유튜브에 박제하면 컬리에서 가만히 있나 모르겠네",0,2025-08-11T15:33:14Z
@뭐함-l4u,그리고 컬리 역바이럴 당함,0,2025-08-11T15:02:57Z
@뭐함-l4u,배송질을 떨어뜨려서 그럼 자금 압박이었는지 장점 포기한게 많음 장점때문에 비싸도 쓴 거였는데,0,2025-08-11T14:59:53Z
@chunotchewing,난 운동 시작하고 피부관리 시작하면 절로 컬리에서 시킴 확실히 아이덴티티가 뚜렷함 포기하지마세요ㅜ,0,2025-08-11T14:34:22Z
@user-fvx16ejwotb54,"ㅋㅋㅋㅋ 컬리에서 알바 풀었냐?
Ipo철회돼서 더 이상 투자금 들어올 곳도 없고 고객 끌어모은 이유가 적자내며 싼 값에 물건파는 출혈 마케팅 덕이었는데 이제 그것도 못하니까 망한거지

그리고 이미 대금 정산 못한것부터가 제2의 홈플러스임 ㅋㅋㅋㅋㅋ",1,2025-08-11T14:26:54Z
@rollq1004,제품이 비싸요 다른곳이더쌈,0,2025-08-11T14:02:33Z
@junhyukpark8028,컬리는 가격이 넘 비싸...,0,2025-08-11T13:16:09Z
@홍미애-h6k,"소포장 너무 좋아요
컬리 상품 많이들 사 줘야겠네요
지금도 컬리에서만 장 보긴해요~~
홍보도 해야겠네요
일단 믿고 먹어요",29,2025-08-11T12:42:14Z
@dongeumri,악덕 기업,0,2025-08-11T12:31:05Z
@실다,그냥 광역시에만 적용시키길~만약 중국이었다면 흥했을듯!,0,2025-08-11T12:21:48Z
@절전중,구라가 심하네 주식이라도 줍줍할라고 하나,0,2025-08-11T12:10:20Z
@mymytube,품질은 좋긴 해 확실히.,2,2025-08-11T12:03:30Z
@향기-j2q,"컬리는 넘고급지고~
쿠팡은 대중적이라 밀린듯요.",1,2025-08-11T11:58:19Z
@CEO_Leegunhee,"새벽배송이라는 파격으로 들어왔지만,
돈이 더 많은 쿠팡이 따라해버리자 매력이 없어졌다....
역시 유통업은 자본이 깡패다.",2,2025-08-11T11:13:05Z
@Gnwkxns3,결론 : 거절한데는 이유가 있었다,0,2025-08-11T11:09:53Z
@박현철-b4r,기업이 저 지경인데 사람은 계속 뽑는 이유는 뭘까요? 회생이 불가능해 보이네요..,0,2025-08-11T11:06:02Z
@전선아,갑자기  꽂 필요할때   너무 좋았어요~,0,2025-08-11T11:05:53Z
@전선아,찐부자들은 살림을 직접안하니  수요가 안되고   고소득 맞벌이 비중에 달린듯,0,2025-08-11T11:05:15Z
@전선아,찐부자들은 살림을 직접안하니  수요가 안되고   고소득 맞벌이 비중에 달린듯,0,2025-08-11T11:05:04Z
@전선아,"종이테이프 
종이봉투 감성 ᆢ
 컬리 만의 품격 !!",4,2025-08-11T11:01:59Z
@블럭킹-r9j,제일 중요한 왜 적자를 보는지에 관한 내용이 없네....,0,2025-08-11T11:01:18Z
@박윤호-u1h,컬리가 품질A급 쿠팡 B급,0,2025-08-11T10:54:32Z
@LeviAniki,"장기적 성장, 고객만족
뻔한 얘기가 철학이 될 순 없음",1,2025-08-11T09:39:02Z
@user-hs7ekngkf7j,김슬아 대표는 존나 멋있는 사람이긴 하네,3,2025-08-11T09:38:03Z
@달코미-f7k,가격이 있어서 신선은 기본이고 맛이 진짜 있어야 하는데 어느 순간부터 과일이 쿠팡보다 못함……. 예를들어 수박이 컬리는 3만원인데 맛이 덜하고 쿠팡은 28000원에 맛있음 그럼 신선도 보다 쿠팡이 괜찮네…. 만 남음 …………..,1,2025-08-11T09:29:54Z
@eoopih,"물가들 모르시나요? 한번도 이용한적없어용~은근 비싸더라공~
롯데마트가용~~",0,2025-08-11T08:45:46Z
@doongdoong_table,컬리 힘내!! 컬리 넘 좋아하는데…,2,2025-08-11T08:23:05Z
@드노브,컬리가 비싸다고..?,0,2025-08-11T08:11:02Z
@verbalmflo5315,탈출이 답이다.,0,2025-08-11T08:07:19Z
@신도꾸,비싸서 할인쿠폰 없으면 안시킴,0,2025-08-11T08:03:47Z
@Bur-q3n,"컬리답지 않게 갈수록 야채, 과일이 맛 없어지고 이상한 저급 물건이 온다. 계란을 우유 아래 포장하는 일이 빈번하여 계란 한판에 5개 정도는 거의 금 가서 온다. 갈수록 관리 안된다. 확실히 예전과 달리 포장 기술도 허접하고. 제품 퀄도 낮아지고 있다. 특히 과일 싸구려 이마트 맛없는 과일과 같은 급이라 이제는 쿠폰 올 때 제외하고 컬리를 이용하지 않는다. 뷰티컬리는 뭐하는 뻘짓인지 모르겠다. 굳이 비싸게 파는걸 왜 컬리서 사겠냐. 정신 차려라. 진심 컬리 사랑하는 사람였는데 요즘 하는 짓 보면 한심하다. 신선식품 관리나 똑바로 하라.",0,2025-08-11T07:52:34Z
@userjjwhh124,비쌈~컬리 만원쿠폰 적용해도~쿠팡이 더 쌈~쿠팡은 신선식품15000이상 무료배송이고 컬리는 지금4만이던가~,1,2025-08-11T07:46:53Z
@레오나르도-n2y,"컬리가 포장도 좋고 품질도 좋은데 다
른곳보다 비쌈..어느나라건 부자가 일
반 사람들보다 많은 나라가 없기에..그
게 단점.한번 시켜보면 좋은데.. 다음에
도 또?하면 고민을 하게 되고 바로 쿠
팡으로 넘어감..그렇다고 자동차 회사
페라리등 전통과 기업이름에서 주는 네임벨류가 있는 비싼이미지도 아니고
저런게 아니라면 가격이 비싸면 경쟁
이 안됨..한번만 시키면 안되고 쿠팡처
럼 한사람이 계속 반복적으로 주문을
꾸준히 해야 하는데.앞서 말했듯 한번
시키면 좋은데 다음은 고민을 하게 된
단 말이지.첨엔 어느정도 통했지만 경
쟁사들이 가격을 다운시키니 이길수가
없지..나도 컬리좋아.근데 쿠팡이 더 좋
아 ㅋㅋ월8천원도 안되는 금액에 당일
배송&도착&무료배송+쿠팡플레이..이걸 어떻게 이길건데???",0,2025-08-11T07:35:03Z
@user-mp2yo4ml9y,쿠팡 컬리 두곳 수박 시켜보면 바로 비교됨 식품은 컬리가 승~ 맛보다 싼거 좋으면 쿠팡 가시고,0,2025-08-11T07:24:28Z
@ItonicRu,당신처럼 장볼 시간도 없을만큼 자기일에 매진하는 주부가 한국에 얼마나 되겠어요. 대부분 집에서 놀고 먹죠. 거기서부터 잘못된 시장분석이에요.,1,2025-08-11T07:12:22Z
@rks413-d5z,컬리 너무 좋은데..  좌파들은 계속 욕함.. 힘들어도 좋은 품질 서비스 안변하고 노력하는데..,0,2025-08-11T06:36:16Z
@strawnana3303,"경기도 어려운데 쿠폰이 없으면 너무 비쌈...
그리고 품질이 예전같지않음
여기에 쿠팡이 미친듯이 자본으로 흔들어서 생존이 어려움...",0,2025-08-11T06:24:56Z
@Tazan8,"흑자한번을못했다고?
그럼돈을벌어번적조차없는회산데 왜이렇게 성공한것처럼 포장을?",0,2025-08-11T06:24:44Z
@justin-ev2ud,"물류를 자동화해서 인건비 반으로 줄이고. 포장도 간소화해서 디자인만 냅두면 될듯. 
나머지는 관리비용인데.. 마케팅 줄여서 승부수 띄우는 수밖에",0,2025-08-11T06:16:58Z
@ijilliji,난 컬리 너무 좋은데ㅠㅠㅠㅠㅠ성공해줬으면ㅠ,0,2025-08-11T06:03:24Z
@S33Saw-c2y,컬리 망하면 안됨. 컬리 자체 브랜드 퀄리티가 너무 좋음.,0,2025-08-11T05:56:20Z
@user-po8cq1ki7u,쿠팡 이마트몰 홈플 전전하다가 컬리는 신선식품 질이 좋아서 꾸준히 쓰는데.. 안망했으면 좋겠다ㅠ 안써본분들 꼭 써보세요,0,2025-08-11T05:44:23Z
@Alsjfbcieotibcln,코로나 이후로 이것저것 온갖 것들을 파는 행태를 보며 쿠팡의 길을 따라가려는 구나 라는 생각을 하게 되었습니다. 컬리는 신선식품을 파는 회사인데 어느새 뷰티와 가전으로 영역을 확장하는 것을 보면서 궁금했는데 영상을 보며 왜 그런지 알게 되었습니다. 최근 미국진출을 앞두고 있다는 소식을 들었는데 앞으로 위메프 처럼 될지 아니면 진짜 마이너 기업으로 간당하게 목숨만 이어질지 앞으로의 귀추가 궁금해지는 기업이네요. 만약 파산을 한다면 영향력이 없지는 않을 것 같습니다.,0,2025-08-11T05:37:46Z
@기리기브스느그,여초픽이라 쉴더들 왜이래많노.. 걍 실패한경영인 인데,1,2025-08-11T05:32:45Z
@phsp8306,손형이 꼬라박은돈이 얼마인데 쉽지않는 사업을했지 ㅋ,0,2025-08-11T05:30:22Z
@이정희-t7m5t,아직 살아있는게 용하내,0,2025-08-11T04:49:28Z
@weralove0820,잘 살아 남기를! 잘 쓰고 있다!,0,2025-08-11T04:44:55Z
@Dream-eroom,그래도 큰 일을 한 사람. 키보드 워리어들이느 방구석 여포짓 할뿐,0,2025-08-11T04:32:25Z
@wonsnagkim6956,마켓 컬리에 대해서 잘 모르는 영상이네.,0,2025-08-11T04:09:00Z
@LJGLJG1,이거보고 컬리 주문했다... 컬리에 맛있는거 많은데 컬리 망하지마 ㅠ,0,2025-08-11T04:07:51Z
@ppoppoya,"프리미엄+큐레이션+지역특산 으로 가야 살아남음
럭셔리 수요는 여전하다",0,2025-08-11T03:59:48Z
@ciaojy,"새벽배송은 물론 포장지와 포장까지 가장 깨끗이 오는 걸 보고 감탄했는데 기업가분의 철학이 깊게 반영되었었던 것이네요. 자본금까지 잃어가면서도 고객들의 신뢰를 유지하기위한 진실한 노력과 철학, 대한민국 국민모두가 알아야 하겠습니다. 이익만 앞세워, 아무렇게 배송되는 택배, 컬리는 감동입니다. 하지만, 남은 자본을 모두 한 부동산에 투자하셔서 기업의 실질적 가치와 부동산 수익으로 지속적인 컬리의 신화 써가시기 바랍니다. 역삼동에 위치한 건물 하나 사셔서
컬리수퍼, 컬리주방 만드시고, 배달도 하시면, 컬리는 강남과 서초 송파까지 확실히 이길 수 있습니다. 컬리 화이팅!",0,2025-08-11T03:55:21Z
@깡수니-s4z,"먹거리 식품  특히 신선식품은  컬리에서 시킵니다  질이 좋아요  
쿠팡에서 주문해봤는데  영 별로라서 신선식품은  ㄴㄴ",1,2025-08-11T03:31:29Z
@lovejejus-ww,컬리 증국자본이라고 듣고 앱 삭제했는데,3,2025-08-11T03:01:03Z
@KSA-js4bj,"4만원이상 무료배송이라서 금액 맞추기 힘들다
반품 교환 복잡하고 까다로움 
가격비교해보면 쿠팡이 더 싼경우 많음
장점> 쿠팡보다 배송쓰레기가 덜나온다",0,2025-08-11T02:59:49Z
@shn9101,"반짝이는 창업 아이디어도, 혁신적인 마케팅도  거대자본 앞에서는 무력해지는 구나",10,2025-08-11T02:49:01Z
@sona504kim4,컬리 화이팀하시오.유통업이 우리나라에서 살아남기힘들지만.끝까지! 화이팅,0,2025-08-11T02:42:27Z
@박윤방이,1인가구는 컬리없이 못사는데ㅜㅜㅜㅜ 시골에서 시켜먹는  맛난디저트ㅜㅜ   하 속상하다 컬리없이 못사는데,0,2025-08-11T02:01:43Z
@basiliokim6902,컬리 애용하는데 망하면 안돼.....ㅜㅜ,0,2025-08-11T01:48:09Z
@raykim-s6y,컬리 오늘 새벽에도 배송 시켰는데.. 망하지 마라!!  쿠팡을 더 많이 쓰긴 하지만 식재료 살 때는 컬리로도 자주 주문하는데 망하면 안돼,0,2025-08-11T01:16:56Z
@youngchulhuh7292,꿈이 너무 커도 망하는 법,0,2025-08-11T01:16:28Z
