작성자,댓글,좋아요수,작성일
@kjunnie,"컬리 망하면 안됨
2인가구라 소량 포장되어 있는거 많아서 좋고 (조금 비싸도 오히려 버리는게 없어서 좋음)

백화점 식품관 같은 엠디를 손가락 까닥으오 새벽에 우리집 앞까지…

없어지면 우리집 가정 운영에 심각한 피해가 옴 ㅠㅠㅠ

근데 요즘 상품 구성이 조금씩 구려지고 있어서 아쉽 ㅠㅠ",0,2024-10-26T15:27:24Z
@크리스마스-g5l,"Dm, 특히 CS처리하는 꼬라지보고 언젠가는 망하겠다생각했음. 1년전CS 처리건",1,2024-10-26T14:02:08Z
@ryanpark1107,컬리는 이제 끝났군.,0,2024-10-26T13:14:12Z
@chk4538,4조는 말이 안되는 수치,0,2024-10-26T13:04:28Z
@wonderfullife9208,그래도 컬리만한 상품잇는곳없음.,0,2024-10-26T11:46:14Z
@옙-h9t,컬리좋은데 ㅠㅠ 힘내세요!!!,0,2024-10-26T11:32:31Z
@markswanson4967,티메프 같이 파산 임박,0,2024-10-26T11:09:48Z
@결실-n4e,철학이 문제가아니라 경영능력이 문제,1,2024-10-26T10:31:51Z
@summer8317,"굳이 백화점을 가지않아도
고퀄제품이 많아 가끔.이용한다.
요즘.쿠폰알림이 오는데
한시에 들어온다.
내용이 12시이전에 구매하면10.000할인
2~3시이전에 구매하면 7.000원할인 이라고 한다.
사용도할수없는 10.000원 쿠폰을 왜 보내는지
받을때마다 기분이 나빠진다",0,2024-10-26T10:08:05Z
@sskellyss,액셀 보여줄 때 효과음이 심하게 거슬림,0,2024-10-26T08:03:09Z
@martha-ht1vm,"컬리 너무 좋아요
특히 친환경 야채와 소스 베이커리등 만족하고 있어요!",50,2024-10-26T07:59:37Z
@Hgjos67,몇개안사도 박스 4-5개씩 와서 아침부터 택배 정리하는거 너무 피곤하다 신선/상온 배송시 분리하는건 알겠는데 쓸데없이 완충재도 너무너무 많음,0,2024-10-26T07:46:22Z
@랑스-l1g,1:26 회사이름이 2018년에 파머스에서 컬리로 바뀐건 모르겠지만 난 2015년 초에 마켓컬리 가입했던 초기회원인데 그때도 컬리라고 알고있었는데?,0,2024-10-26T07:35:53Z
@bbnstudio9216,그 비싼 컬리 상품은 강남 아지메들이나 돈많은 호구 물은 여자들이나 좋아하겠지 김슬아도 타겟팅이 그쪽 아닌가 억대 연봉 받으며 상류층하고 놀다보니 서민이 어케사는지 모르겠지 커리어 딱봐도 답나오잖아,2,2024-10-26T07:29:56Z
@zoozoo6256,제훈이는 돈 뺏노?,0,2024-10-26T07:08:27Z
@shabba7305,"컬리 알바가보고 ㅠ
와 이건 정말 기가막힘
그전에 이미지가 완전 좋았는데 
그 뒤로 컬리 쳐다도 안봐요",43,2024-10-26T07:05:02Z
@mankorea9325,"코로나로 온라인이 급성장 했지만, 지금은 대다수 하락이 정상이지...",3,2024-10-26T07:00:19Z
@㫐,"컬리가 인기 있었던 게 신선식품을 냉탑차에 넣어서 오기 때문에
일반 탑차로 상온 배달하던 쿠팡 로켓 프레시랑 비교가 안 될 만큼 퀄리티가 좋았음
그래서 여름에는 절대로 쿠팡 껄 시키면 안 됐었죠",0,2024-10-26T06:53:32Z
@par953,쿠폰 안주면 살 일이 없는 컬리.,1,2024-10-26T06:47:23Z
@마다기,"컬리의 소비자 우롱도 상당했죠. 등급별 가격이.. 높은 등급이 가격이 싸지 않다는 황당한 사실도 있었고, 포장도 너무 별로고, 배송실수에 대한 대처도 너무 안좋았고.. 
오아시스는 그에 반해 포장도 깔끔, 고객센터 대응 최고에 물건도 좋죠. 컬리에 비해 종류가 적다는게 단점이구요.
쿠팡은 오아시스엔 없고, 컬리에서 사고싶은 것들이 있을 경우 저렴한 가격으로 이용하고 있어요.
위 세가지를 사용하면서
컬리는 쿠폰 들어올 때, 컬리에서만 파는 것들을 사기 위해서만 이용해요. 컬리는 이용하면서 소비자로서 여기 너무 좋다 라는 생각은 안들게 하더라구요.",2,2024-10-26T06:39:57Z
@gallery2815,품질도 개망인데 더럽게 비싸기만 함 ㅋㅋㅋ 정도껏 비싸야지 이건 뭐 완전 병맛 수준 ㅋㅋㅋ,1,2024-10-26T06:38:46Z
@yunmi2777,"새벽배송이라는데 오늘새벽인지 내일새벽인지 새벽몇시인지
지금 주문한게 몇날 몇시에 도착하는지 구체적인 안내가 없는게 제일불편해서 안쓰게됐음
특별한 음식이 가격이 있는건 이해하는데 흔한마트에서 다 파는 라면같은  공산품가격이 다른데보다 비싼것도 비호감..",9,2024-10-26T06:26:28Z
@CASKER486,처음 컬리 새벽배송 이용했을 때 그 신기함은 아직도 잊을 수 없다 ㅋㅋ,39,2024-10-26T06:25:11Z
@hyejikim1674,쿠팡보다 비싸서 이용을 잘 안하게 됨..,0,2024-10-26T05:56:18Z
@kdhyu87676,미국까지 가서 잘난 대학 나와 겨우 생각해낸 아이템이 새벽 저임금 노동 착취해서 돈버는 일인가,2,2024-10-26T05:52:00Z
@릴라고-t8q,컬리 흥해라,0,2024-10-26T05:42:39Z
@_hago,"컬리를 응원합니다!
제품이 고퀄이다.
회원비도 저렴하다!",0,2024-10-26T05:21:22Z
@성악설-d6h,원래 적당한 시점에서 상장하고 먹튀했었어야 하는데  그게 늦에지니 자본금 충당도 안되고,0,2024-10-26T05:10:22Z
@kkkqweasd763,ㅋㅋㅋㅋ 어차피 쿠팡 네이버쇼핑 제외 모두 폭망할거임 답없음,1,2024-10-26T04:40:23Z
@아-i5x,"요즘 컬리랑 쿠팡 동시에 시켜보면 컬리 배송 포장이 진짜 별로임. 쿠팡은 프레쉬백 안에 은박 완충포장재까지 감싸고 그 안에 아이스팩까지 넣어놔서 아이스팩이 꽝꽝 얼어있고 컬리는 그냥 종이박스에 물건 넣고 아이스팩만 덜렁 넣어놔서 아이스팩 다 녹아있음(냉동식품)
아는 애기엄마도 최근 컬리에서 시킨 고기가 전부 못 쓸 상태였다고 함(강남구 거주) 
그리고 원래 자사몰로만 운영되던 orr라는 의류 브랜드 옷까지 최근 컬리에서 f/w 신상 런칭하겠다는 인스타 피드 보고 정말 물음표였음.. 고메스트리트에 있을 법한 식당에서 갑자기 화장품 팔다가 옷까지 파는 느낌이랄까?
사실 편의성도 편의성이지만 컬리라는 브랜드 자체가 주는 이미지, 유니크함, 신뢰감 같은 것들이 소비자가 컬리를 선택하게 하는 이유였다고 생각하는데 요즘의 컬리는 짬뽕 꿀꿀이죽 그 자체임
그렇지만 본인 남편도 스타트업 운영하는 사람으로서 개인적으로는 컬리가 그래도 잘 되었으면 좋겠음. 컬리같은 유니콘 기업이 망한다면 우리나라 스타트업 투자시장이 완전 침체될 것임",0,2024-10-26T04:39:12Z
@볏빗자루,민사고 ㄷㄷ,0,2024-10-26T03:33:06Z
@jaskorea4840,"고객센터 대응 🐶그지같아서 절대 구매안함..
정신이 안드로메다인 그지같은 사기꾼회사",2,2024-10-26T03:24:44Z
@jaskorea4840,"고객센터 대응 🐶그지같아서 절대 구매안함..
정신이 안드로메다인 그지같은 사기꾼회사",1,2024-10-26T03:23:30Z
@Sistine-e7t,단일화를 좋아하는 우리나라는 무조건 대기업의 독점... 비즈니스 마켓은 공산주의같다,0,2024-10-26T03:00:05Z
@hyunasong5997,관리를 못했구만..;; 회계관리만 잘해도 안저럴텐데..쯧,0,2024-10-26T02:52:39Z
@청암-s9g,아..오아시스 비상장주식 가지고 있는데..컬리도 잘 되어야할텐데;;,0,2024-10-26T02:52:22Z
@spgj1552,"원래추구했던 컬리기업의 정신을 잊는것은 결국 최일선의 구매담당자들 역할...! 여기에 고인물생겨서 문제생기고 또 타사 경력자 데리고오면서 희섞데고
이러면서 이상한ㅈ상품들 늘어나고방향을 잃는 겁니다...구매도 시스템화
해야되는겁니다..",0,2024-10-26T02:27:55Z
@JeryL-j9vk,한달에 수십씩 썼는데 어느때부터 가격에 장난질 해논게 많아서 쿠폰 줘도 안싸더라구요ㅜ 안산지 1년..,0,2024-10-26T01:38:37Z
@jgf-tm2xg,쿠팡이좋아,0,2024-10-26T01:05:56Z
@spica8099,사람 갈아넣어서 회사 유지하는쿠팡을 닮았다라.  곧 망하겠네,0,2024-10-26T00:29:13Z
@해피엔드,다 비쌈...이제 안삼...,0,2024-10-25T23:34:06Z
@로얄올리브,포장이 넘 부담스러워요 시킨것도 없늘데 3박스..,0,2024-10-25T20:33:01Z
@user-wks8ljnfjk0wnq,오아시스 써보면 칼리 안쓴다. 😂 교환환불 시스템 보고 좀 배우길..,1,2024-10-25T16:19:36Z
@_ChrisEvans,지금 무슨업체든 조선에서 쿠팡못이김. 그게 식품이든 다른 공산품이든 전자제품이든 옷이든 쿠팡만큼 물류셋팅 잘돼있는곳이 없는데 어케이김 ㅋㅋㅋㅋ 기존 유통대기업도아니고 신생기업이 대적이 가능하단거 자체가 사기임ㅋ,0,2024-10-25T15:34:56Z
@RUTONA-v8h,까불다 훅 간다,0,2024-10-25T14:17:05Z
@이희석-d5p,미친ㅅ ㅂ  신선식품 까는소리하내 아침 9시 까지 쳐자는 것들이 ****,0,2024-10-25T14:06:28Z
@fgjkns6982,컬리는 다른것보다 지방 인프라가 낮은거 같은 이미 수도권은 과포화 상태인데 이걸 지방으로 확대해야 하는데 그게 안되는거 같음,0,2024-10-25T13:50:46Z
@userhscei,컬리 중국으로 넘어간줄 알았는데 아닌가요?,0,2024-10-25T13:44:19Z
@myoung915,뷰티컬리만해도 쿠폰 줘서 할인해주척하면서 쿠팡이랑 가격비교해보면 쿠폰을 써도 쿠팡보다 비싼거보면 어이없을때 있음.,10,2024-10-25T13:03:27Z
@tomjonestevie,컬리에서 가격 잘 보고 사면 편리합니다 컬리 만세!!!,2,2024-10-25T12:17:16Z
@뚜리오메가,아보카도는 컬리가 짱임,1,2024-10-25T11:58:01Z
@나의평화,"온라인에서 살아남으려면 무엇보다도 가성비가 제일 우선인데,   가성비로는  홈플러스, 네이버페이, 쿠팡등에 밀리고,    오로지 새벽배송이 메진하는 데 배송은  쿠팡도 새벽배송하니, 경쟁이 될 건수가 없더만,    그러니 도태되는 거지.    살아남으려면  인건비등등을 줄여서 가성비가 있게 제품값을 내려야 할 듯,,,   요즘 누가 그냥 물건을 턱하고 사냐...가격비교하고  품질비교하고 해서  가성비로 가지~.",3,2024-10-25T11:36:22Z
@밍밍밍-j2j,C커머스 때문에 망한 대표적인 기업ㅋㅋ,0,2024-10-25T11:14:06Z
@bertgil8402,나는 컬리가 망하길 빈다..이유는 쿠팡이나 택배처럼 문앞 배송 하지 않고  공동현관에 던져 놓고 가버리고 시정도 안된다..고객센터도 한 통속이고,7,2024-10-25T11:13:51Z
@loco902,??? : 아 ㅆㅂ 그때 exit할걸..,0,2024-10-25T11:03:36Z
@loco902,"컬리 하락세 이유 : 쿠팡에 규모의경제 싸움에서 밀림.
뭐 거창하고 복잡한 분석이 딱히 필요가 없지않나..",0,2024-10-25T10:55:34Z
@__-tt3le,컬리 응원합니다 아직도 컬리는 저에겐 너무 매력적인곳이에요  반드시 컬리답게 이겨내시고 상장까지 결실보시길 바래요  컬리 확장하는 모습보면 대단하다 생각해요 컬리화이팅,40,2024-10-25T10:14:48Z
@통통한볼,저는  컬리없인 못살아요  맛있는거  넘 많아서,6,2024-10-25T10:01:03Z
@성열윤-e1o,컬리는 육류는 정말 좋턴데..,0,2024-10-25T09:13:59Z
@나눈누난나-o2k,엉상이랑 별개로 얘네 공유오피스 입주해 있을때 진짜 ㄱ진상이었음. 공용공간에서 소리지르고 파티하고 ㄱ드럽게 쓰고 매너없고. 하루는 늘그렇듯 시끄럽게 있다가 결국 다른회사 직원이 빡쳐서 야이ㅅㅂㄴ들아 조용히좀 하라고 했었지,0,2024-10-25T08:51:48Z
@angelkim3680,마켓컬리에서 단기일용직으로 일해본적있는데 관리자들 다하나같이 성격더럽고 거지같고 심지어 급여도10시간일했는데 10도못받음 걍쓰레기업체임,12,2024-10-25T06:33:01Z
@orangetree9150,규모가 너무 커진게 감당이 안됨,0,2024-10-25T06:07:16Z
@jane5346,2022년도 정도까진 많이 씀 18-21년에는 진짜 많이 씀 년 몇백 쓴듯 천단위도 넘을지도...? 가전을 사니까 몇백단위가 금방 넘어가더라 근데 23부터.. 할인쿠폰이 차등 지급된다는거 알고+대체소비(쿠팡)가 생기면서 요새는 한달 3번도 채 주문 안함,0,2024-10-25T04:30:24Z
@Gz-z6q,만세부르는수밖에,1,2024-10-25T04:17:52Z
@smilelucky8575,컬리  초기 빠른배송 색다른 재품들이 좋았는데 .. 과한포장 스티로폼 이런걸로 끊었어요 . 코로나고 끝나고  컬리 외에도 살 수있는 곳도 늘었기 때문에요,1,2024-10-25T04:17:08Z
@Rhcrp-u2p,초반에는 좀 이용했는데 쿠팡이 새벽배송 시작하면서  무료배송비용 기준도 제품도 전반적으로 비쌌던걸로 인식되서 그 뒤론 잘 안썼음,0,2024-10-25T04:14:54Z
@리플리-t3j,컬리 창업자는 댓글 쓴 사람들처럼 일반인들이 걱정할 레벨은 아닌 것 같네요. 결국에는 투자자들 때문이라도 IPO를 할 수 밖에 없을 거고 경쟁 환경이 바뀌었더라도 어쩄거나 숫자로만 보면 체질개선에 성공한 건 맞아 보입니다. 3-4천 억 원의 기업가치로만 상장하더라도 창업자의 5% 지분율로만 봤을 때 200억원 수준으로 EXIT 해버려도 자산가로 살 수 있는 돈이고... 상장만 하면 유상증자를 통해 투자금을 만드는 것도 가능한 일이고 1조 수준만 유지하면서 언플만 잘해도 단기간에 기업가치는 두배 이상도 가능한게 국장 수준이고...,0,2024-10-25T03:58:46Z
@JiyoungMuhammad,"그냥 거품 빠지고 리밸런싱 된 것 같음
사천억짜리 회사도 작은 회사는 아님
그리고 나쁘지도 않음
컬리는 시장 포지션이 분명하고 
한때 커머스 트렌드였던 큐레이션 쇼핑이  안정적으로 자리잡힌 케이스 같음",2,2024-10-25T03:47:03Z
@gm1018a,공산품 쿠팡보다 그래도 싸고 pb제품 수준이 높음. 컬리에서만 파는 맛집밀키트들도 맛있고...,41,2024-10-25T03:35:16Z
@랄랄라뉸뉴뉴,컬리는 판매자가 입점하기 힘든 업체입니다. 엄청 까다로워요. 그만큼 같은물건이라도 좋은 걸 팝니다.,4,2024-10-25T03:09:28Z
@stream-ow4ro,"요즘 시사나 경제 등 다루는 유튜브 채널들 다수가
귀에 박히는 목소리로 랩마냥 때려박고
1초에 이미지 5개 10개씩  때려박아서 
보면서 지치는 느낌이었는데

정보는 더 상세하면서 한눈에 보기 좋은 영상인거 같아요.

이영상으로 채널 처음 접했는데 너무 재밌게 잘 봤습니다",11,2024-10-25T02:38:47Z
@dadsrtfgawe,사실 계속 버텨보는 단계지. 경기 살아나면 어쨌든 소비는 늘고 매출도 늘어나는거지. 꼭 독점할 필요는 없고 쿠팡 다음 포지션만 노려도 충분함,0,2024-10-25T02:38:04Z
@kahiisy,"쿠팡..... 써본적이 없는데..
컬리 존재로 가끔 장보기 넘넘 편해요..
존재해 주세요~~~",10,2024-10-25T02:24:48Z
@gentlemen4070,"컬리는 관심없는데
쿠팡의 갑질과 몰상식에 짜증이 나네요.
특히 네이버 강제 광고시청.",0,2024-10-25T01:18:16Z
@monica-p8d2c,컬리는 쉽게접하지못하는 베이커리류나 샐러드 아님 고퀄의 냉동식품등을 이용할때 자주이용하는데.. 안없어졌음 좋겠어요,735,2024-10-25T01:10:21Z
@Love_Rini,빠르게 가성비 있는 제품 사려면 쿠팡. 신선한 제품으로 퀄리티있는 음식 만들거나 파티나 대접할때는 컬리 이용함.,0,2024-10-25T01:00:45Z
@jameschoi2018,"컬리의 강점인 신선식품, 차별화된 제품은 인정한다. 단점은 비싸다는 거다. 컬리의 강점은 있으면서 단점을 커버한 오아시스가 생겨 컬리를 대체한 것이다.",0,2024-10-25T00:21:52Z
@뾰롱야옹,컬리 제품들 다 너무 좋은데.. ㅠㅠㅠㅠㅠ단지 쿠팡보다 좀 비싸서 TT 비교해보고 쿠팡 사고 쿠팡에서 없는것만 컬리에서 삼.. 다만 차별화된게 이제 좀 사라진 느낌이 강한데 오아시스처룸 유기농제품도 다양화하면 좋을듯 ㅜ,0,2024-10-24T23:00:25Z
@YG-nj8qo,😊컬리 새벽배송 도착확률이 안좋았음. 한두번 배송이 안되니 그래도 99퍼센트 확률로 배송해주는 쿠팡으로 주문하게됨,0,2024-10-24T22:57:39Z
@수수파파-p8d,목표가 한탕이면 오래가는게 이상하지,0,2024-10-24T22:54:41Z
@gilbert6872,"깔끔하게 정리하셨습니다. 만족해서 구독 눌렀습니다.
컬리에 투자하는 어떤 투자회사에 투자했다가 돈을 날린 사람으로서 컬리는 저에게 아픈 손가락입니다. ㅜㅜ",12,2024-10-24T22:09:36Z
@v__________v,쿠팡이낫다,0,2024-10-24T20:10:43Z
@nikeguy9728,그러게 잽싸게 엑시트를 했어야지.,0,2024-10-24T20:04:34Z
@user-n1u-t6s,곧 망할곳 같군요,0,2024-10-24T17:32:53Z
@핑톰,서울사는데 쿠팡 이용안함 이용할 계획 없고 쿠팡 없이도 잘 삽니다,0,2024-10-24T14:42:36Z
@yenahongpianist,컬리  너무  잘  애용하고 있는데  작은힘으로  응원합니다❤,30,2024-10-24T13:28:02Z
@금융이,"금감원 현직인데, 상장사만 분기보를 제출하는 건 아닙니다. 사업보고서 제출대상법인이 정확하니 수정 바랍니다",1,2024-10-24T12:30:47Z
