작성자,댓글,좋아요수,작성일
@sw2tyyy,"밥먹기 너무 귀찮았는데 푸디젠님 영상 보고 힘내서 일어나서 밥짓고 알려주신 레시피 대로 똑같이 해먹었어요!
역시 집밥이 힘나요! 늘 재밌게 감상하고 따라하고 있아요. 고맙습니다⭐️",0,2025-04-11T14:29:36Z
@heselk5067,"바쁜 아침 고딩이들 아침밥메뉴
도움많이 받고 있어요 진짜 간단히 빠르고 맛있게 할수있게 해줘서 감사해요",0,2025-04-11T13:53:13Z
@레몬라떼-j8u,"미쿡사시는분이셨네요❤
쉽게 후다닥 요리😊
넘 부럽네용~해외생활의 어려움도
있겠지만 행복하고 즐겁게 아자홧팅❤
일상을 응원하겠습니다🎉",0,2025-04-11T12:57:53Z
@soso-v8i,ㅎㅎ ㅎ 배우 하셔도 응원여~~😊,0,2025-04-11T09:05:30Z
@GyoulHan-j9y,😂 잘챙겨먹으니 엄마가 안심이겠다,0,2025-04-11T07:42:01Z
@mystery_pippi,귀여우셔라 😊😊,0,2025-04-11T06:39:44Z
@user-ri2wf1tv3u,언니 회사생활도 찍어주세요!!,0,2025-04-11T04:51:37Z
@해워니종이비행기,마지막에 맛있어서 발떠는거 봐~,0,2025-04-11T02:14:57Z
@조윅,"아닠ㅋㅋ 막 다 대충하는데 매번 소분 착착,정리 딱!딱! 되어있으심 ㅋㅋㅋㅋㅋ",0,2025-04-10T13:29:27Z
@jeffcho6434,h 마트 봉다리.. ㅎㅎ,0,2025-04-10T13:12:24Z
@귀여운여유,"학씨 ㅋ
유쾌한 그녀 ㅎ
솔직함 끝판왕",5,2025-04-10T07:40:24Z
@eunheechoi7844,사실주의 그 자체,0,2025-04-10T06:50:18Z
@에르메스-y2o,우와 구독합니다~^^,0,2025-04-10T05:26:16Z
@깨몽-m8s,집이 예뻐용 😊 거실 얼굴 드로잉 액자랑 작은 액자들 정보 좀 주시면 감사해용,1,2025-04-10T05:00:37Z
@블루문-s9u,후리카케 제품명 궁금해요^^,0,2025-04-10T03:20:05Z
@행복꽃길-c3h,항상 보면 느끼는거지만 말은 세상 귀찮은사람 근데 손 겁나 빠르고 부지런하심 머리회전이 빠른거같음,1,2025-04-10T02:27:32Z
@joyh4465,"하하하하하 😅 정말 대단한 분👍🏻 먹을때 행복을 다리떠는거로 표현~~ 편집솜씨도 대단!!👍🏻  암 만해도 연기자 출신?!😊
이분때문에 없던 식욕이 막생겨서 귀찮아도 따라 해보는중",3,2025-04-10T02:12:35Z
@dalkkkkk,"와~~~  비닐봉다리 너무 좋아 너무 좋아 
이쁜 도시락 가방 필요없다 이거야 
봉다리 쵝오~~!!",0,2025-04-09T23:08:47Z
@락-i1z,"제가 이분처럼 요리해서 먹고 싶어서 똑같이 따라했는데,, ㄹㅇ 이분이 얼마나 야무지고 빠르신지 알겠음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,2025-04-09T22:35:16Z
@새벽별아르웬,"세상 털털하신분...이신거 같지만...
아닐수도 있다는 느낌이^^",0,2025-04-09T16:23:38Z
@롱런-i8l,목소리 완전 매력넘침 !  자꾸 듣고 싶어요,0,2025-04-09T15:04:29Z
@damsocafe,ㅎㅎㅎㅎㅎㅎ 난 왜 이런 비디오를 못찍을까 ㅋ 존경!!,0,2025-04-09T12:26:43Z
@쥐오,언니 영상이 너무 좋아요ㅋㅋㅋ 인스타에서도 유튜브에서도 안넘기고 다 봄ㅎㅎㅎㅎ❤,0,2025-04-09T12:20:31Z
@까르페디엠-m1w,말투가 건방건방,0,2025-04-09T12:04:07Z
@hfssxhhfszzx,넘 재밌어요 ~~~~마지막다리 떠는거 넘 귀여웡,1,2025-04-09T11:32:25Z
@한선희-f7m,마구잡이~~*,0,2025-04-09T11:06:10Z
@Maha-Sattva00,"맨날 별거웁데 🤣🤣🤣🤣
여튼 감사함돠 낼 고고합니다 
댕댕이 산책할때 들고가야짓🤩🤩",0,2025-04-09T10:57:24Z
@여자김미자-j5m,영상  😊재미지게 잘 만들었어요,0,2025-04-09T05:32:16Z
@끝까지-y4l,ㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-09T04:23:32Z
@킹도은,짤거같아요ㅜ,0,2025-04-09T04:18:01Z
@user-ki7ud6ow9b,아 이언니 머리가좋아^^요리도 머리가좋아야 맛있게 빨리하더라고요...아 난 머리도나빠서..맨날뭐해야될지모르게쒀~~ㅋㅋㅋ,0,2025-04-09T03:40:47Z
@darongandjjurri,서랍 과자들이 다 제취향 씨리얼 고래밥 바나나킥 옥수수깡..❤️,0,2025-04-09T03:11:23Z
@Lm-bu4kz,빽종원이네,0,2025-04-09T02:36:35Z
@김해진-r3y,"대강만들어
철처히 만나게
지구촌완죤식품♡",0,2025-04-08T23:51:15Z
@꼰님-z8u,저도 행복해요^^,0,2025-04-08T21:08:57Z
@해피스푼-365,"기획력이
대단하시다 
엄청난 세심힘으로 무심함을 만들어내네요",7,2025-04-08T19:05:31Z
@반공애국,"그와중에 고래밥 ㅋㅋ..당근,양파 등 야채가 필요해~~~",0,2025-04-08T17:32:52Z
@ARMYBTS-cs5lg,"친정엄마께서 바지런해야 한다 하시는데,
이 모습이군요!
부지런함이 기본 탑재된 젠님~",0,2025-04-08T17:11:39Z
@nobodykim8070,병걸리것다,0,2025-04-08T14:17:46Z
@g.h.4998,말투 뭔가 중독성있어요~^^,0,2025-04-08T14:08:09Z
@황산맛캔디,이 동영상의 최고는 마지막 다리 떠는것이 최곱니다❤❤,7,2025-04-08T12:28:24Z
@이미경-j7b8z,오원식 국회의장 될 때 탈당한 1인,0,2025-04-08T12:22:49Z
@문크리스탈파워-h8b,언니 사랑해요,0,2025-04-08T12:18:30Z
@유럽-g3c,목소리 원래 퉁명스럽나?,0,2025-04-08T11:51:23Z
@mikhinaturi,"항상 말은 빨리 빨리 귀찮 귀찮 하지만 제잏 부지런 할 거 같은 유튜버 1위ㅋㅋㅋㅋ
나도 한때는 ‘그냥 대형 통신사 써야지’ 했는데, 시월모바일 알뜰폰 써보니까 왜 굳이 비싸게 썼나 싶었음",870,2025-04-08T11:34:24Z
@박영자-n1m,멎져요 ~,0,2025-04-08T10:49:57Z
@와우-j8d,이 정도면 간단하지않은데요? ㅋ,0,2025-04-08T09:51:58Z
@Wonwonwons,너무 좋아 ㅋㅋ,0,2025-04-08T09:44:53Z
@slowslowquickk,출근할 맛 나겠드아!!👍🏻,0,2025-04-08T09:40:17Z
@욱-k1o2v,저런걸루 한끼가 됐다믄 난 지금보단 더 잘 살았을꺼 같네 ㅠㅠ,0,2025-04-08T08:05:08Z
@Haein7857-n7v,헐ㅋㅋㅋ.  귀엽네요ㅋ,0,2025-04-08T07:50:45Z
@센텀이,"너무웃겨요
더렁거리는것같지만
주방 청결하고
식재료마다 소분 한것보면
보통살림꾼아니네요",0,2025-04-08T07:46:01Z
@JS-if9ix,"스팸 소분해놓으신 거 대단하세요 진짜
귀찮아서 걍 유리 용기에 옮기고 냉장고에 뒀다가 며칠 내로 빨리 먹을 생각만 했지 저런 거는 몰랐네요",0,2025-04-08T07:43:16Z
@ayobro5823,"저는 밥할때 병아리콩, 현미, 귀리 섞어서 넣고! 물 맞춘다음 벌크로된 라면스프가루 큰수저로 두스푼반 넣고 밥을 하거든요! 그럼그냥 라밥이 완성됩니다. 한번해보셔요. 자극적이지 않고 그냥 게속당김. 마른김에 싸먹음 더 맛남 ~.^",0,2025-04-08T07:20:56Z
@멍꿀멍꿀멍꿀,전술훈련가서 위장크림에 땀에 모기때와 사투를벌이며 먹던 비닐밥이 생각나버렸다 ㅇㅇ,0,2025-04-08T07:14:17Z
@황현숙-g3d,최고예요 ❤,0,2025-04-08T06:31:06Z
@민덩더렁,헐 스팸 소분..,0,2025-04-08T06:22:39Z
@항상배고프다-j7o,말투가별로....,0,2025-04-08T06:19:32Z
@Forwarding-n8x,마지막 봉지에 쿨하게 ㅋㅋㅋㅋ,0,2025-04-08T05:47:10Z
@니생각은,장가가시면 사랑받으시겠어요,0,2025-04-08T04:57:24Z
@이애쁨2-k5r,언니 우리언니해주세요,0,2025-04-08T04:38:55Z
@박효선-z9e,쎈스있다,0,2025-04-08T02:41:12Z
@도리-c7c,바쁘지만 곳곳에 카메라는 설치해야해,0,2025-04-08T01:18:43Z
@user-kh4mp3hz5n,아침마다 내모습이랑 거의 데칼코마니 비닐에 과자까지 우겨놓고 ㅎ,0,2025-04-08T01:14:13Z
@쪼끔씩만,맨날 대충 이라는데 음식 소분 해논거 보면 야무지시네~~,0,2025-04-08T00:52:31Z
@라라라-r4b,ㅋㅋㅋㅋㅋㅌ아찐짜….!!!!!ㅠㅠㅜㅜㅜ 너무 유익해요 ㅠㅠㅠㅠㅠㅠ😂😂❤,0,2025-04-08T00:29:12Z
@kyungheelee6855,"댓글 달고 갑니다.
화이팅입니다 ~~~😂",0,2025-04-07T23:16:31Z
@은하수-w5o,도시락이 비닐봉지다. 몬산다~,0,2025-04-07T22:39:26Z
@luther8364,와따~ 빽햄은 없어유?,0,2025-04-07T18:16:12Z
@씩씩부엉,김 어디 갔어 김 할때 쇼파에 우디 졸귀 ㅠㅠㅠㅠㅠㅠ❤,0,2025-04-07T16:02:18Z
@TheRealTheRealTheReal,ㅎㅎㅎㅎㅎㅎ영상 찍느라 더 늦었다고 하시니 이럴땐 좋아요를 눌러야할 것 같아서 꾸욱~!,0,2025-04-07T15:52:57Z
@토집사와토끼일상,어...안짜요 ? 스팸에 소금 범벅에.,1,2025-04-07T15:33:23Z
@몽상가-e3o,그렇죠! 바빠도 넣을건 다 넣어야죠!👏👏👏👍👍,0,2025-04-07T14:25:16Z
@강엔젤-c8e,"시판하는 김가루 쓰세요ㅎㅎ
고래밥, 바나나킥...😍  제니가 미쿡방송에서 즐기는 과자라고 소개해줘서 최애 간식과자됨~👍😉
서랍에 다 있네요ㅎㅎㅎ",0,2025-04-07T14:24:59Z
@pickerz,숨을 쉬십쇼~ 코가 막히셨나요.,0,2025-04-07T13:57:39Z
@호돌이-d8k,ㅎㅎ12시 땡,0,2025-04-07T13:28:14Z
@loko287,다리왜떨ㅋㅋㅋ,0,2025-04-07T13:24:51Z
@carlos-pn4sb,바쁘지만 찍어야해!,0,2025-04-07T13:06:53Z
@바람이되고싶은자,"밥솥에 밥이 없지만 당황하지 않고
즉석밥 찾음 
노련해",0,2025-04-07T12:54:36Z
@PiNK_빤쮸우사기,봉다리 ㅋㅋ,0,2025-04-07T12:29:24Z
@PiNK_빤쮸우사기,바빠 돌아가시..ㅋㅋ,0,2025-04-07T12:29:16Z
@주바라기-x3p,ㅋㅋㅋㅋㅋ 현실적이라 빵 터짐용😂😂😂😂😂😂😂😂귀여워요 초면에 미안해요😊,0,2025-04-07T12:25:50Z
@장미경-p9k,ㅋㅋㅋ 😊,0,2025-04-07T12:24:05Z
@욜르르,"다른거 다 필요없꼬
언니
제발
내일도
행복하세요!❤
(구독 찜!)",0,2025-04-07T11:59:21Z
@jaychung6913,"우와 멋있어ㅠㅠ
고래밥 귀여웤ㅋㅋㅋㅋ",0,2025-04-07T11:11:47Z
@djeeu6510,스팸소분.와.한통다먹긴 좀 그랫는데 킵해봅니다.~^^,0,2025-04-07T11:07:40Z
@성이름-p2i2p,군대때 먹던 봉지밥생각나네요 ㅋㅋ,0,2025-04-07T11:07:16Z
@hojinkang2865,말투 집꼴 생긴거 요리솜씨 진짜 개됻같네,0,2025-04-07T11:05:02Z
@유마르띤,"마지막 시그니처 
다리 달달달~~ ㅋㅋㅋ",0,2025-04-07T10:20:42Z
@푸른보석-p4d,시크해,0,2025-04-07T09:55:49Z
@감사합니다-w8h,스트레스가  확  풀리네요...  이런  생활밀착형 도시락  완젼  내스타일이야,0,2025-04-07T09:43:19Z
@생선대가리-1,"매일매일 의문

후리가케인지 후리카케인지 후리카게인지 후리가게인지 넘 어렵다",0,2025-04-07T09:38:45Z
@쿠쿠이,류현경+라붐 유정ㅋ,0,2025-04-07T09:21:42Z
@삼순이는야옹,단백질+지방+단백질+탄수화물,0,2025-04-07T08:56:35Z
@애플-o2w,어머 댓글 안달수 없어요^^ 저도 고래밥 사랑❤ 매번 극 공감 해요❤,0,2025-04-07T08:27:28Z
@Joy-t1e8r,와 마지막 꿀팁까지❤,0,2025-04-07T08:01:29Z
@offthewj,언니 사랑합니다,0,2025-04-07T07:53:10Z
@eunjungko2419,말투 끝부분 올라가는거 넘 웃겨요 .,0,2025-04-07T07:15:01Z
@WheelofFortune-c7e,무심한 말투~중독성 있어요~♡,0,2025-04-07T06:48:15Z
@Deamong,아침에 영상을 찍는다는 사실 자체가 당신은 프로브지런짱짱녀란뜻❤,21,2025-04-07T05:30:31Z
@gracepark4762,ㅋㅋㅋㅋㅋㅋㅋ 항상 꿀잼😂!!!,0,2025-04-07T05:00:29Z
@맥주에미친놈,스팸은 냉장보관인가요 냉동보관인가요??,0,2025-04-07T04:13:49Z
@bdnausn2826,랩 환경호르몬 나온다. 좁쌀만한 피부트러블 생김,0,2025-04-07T03:38:57Z
@JMK-be8gj,목소리너무 좋아요❤,0,2025-04-07T03:32:27Z
@startup-nd9hz,ㅎㅎ 보면 기분 좋아지는 언니!!,0,2025-04-07T02:54:57Z
@김효진-x5h2x,너무웃겨 좋아요,0,2025-04-07T02:23:21Z
@이가희-j2j,"ㅋㅋㅋㅋㅋㅋ 서랍장에 씨리얼초코, 고래밥,바나나킥 ㅋㅋㅋㅋㅋㅋ아니 다 내가 조와하는거네❤ 스팸계란 주먹밥도 짱 ㅋㅋㅋㅋㅋㅋ 진짜 아는맛이 더무서운거 맞음 ㅜㅜ",0,2025-04-07T01:43:17Z
@人生得意须尽欢-b4q,겁나 기여워요~~ ㅎㅎㅎ ❤,0,2025-04-07T01:26:57Z
@냥냥호호-t3v,혹시 화나셨떠여..??😂😂,0,2025-04-07T00:51:24Z
@joolmano,아! 행복해요👍,0,2025-04-07T00:03:12Z
@vida0128,학C😂😂😂,0,2025-04-06T23:54:48Z
@mini3993,ㅋㅋ,0,2025-04-06T23:28:08Z
@주미노-l9y,혼자 보세요 찍어 올리지 마세여,0,2025-04-06T23:01:24Z
@우유-d5n-v4z,"와 이분 목소리 말투  겁나 매력쩐다 !
정독하고 갑니다",0,2025-04-06T22:40:47Z
@박하향-x6m,전에 싸갔던 주먹밥보다 안왕거니😂 실망이예욬ㅋㅋㅋㅋ,0,2025-04-06T20:11:24Z
@Thanks-life,천재😂❤,0,2025-04-06T17:14:34Z
@최르밍이,"와….통조림햄 회사 직원으로서…아예, 소분해서 냉동보관
해놓으신거 보고 소름돋…..집에 굴러다니는 반품용 제품들
다개봉해서 소분해서 얼려둘까봐요….왜더 신선해보임….?👏👏👏👍👍👍",0,2025-04-06T16:17:35Z
@jin-ahju3270,하여간 그냥 넘어가는 법이 없는 꿀팁들😂😂😂,0,2025-04-06T15:58:21Z
@alwaysbyyourside2376,디젠 푸님 미슐랭 3스타 드려라.,0,2025-04-06T15:24:49Z
@냄냄-x2i,한국인 국룰 햇반 아닌 즉석밥도 햇반이라함 ㅋㅋㅋㅋㅋㅋ,0,2025-04-06T15:09:10Z
@hyeon-jeongkim1334,"학...C ㅋㅋㅋㅋ
비닐봉다리 도시락",0,2025-04-06T15:07:43Z
@jungha-x7t,ㅋㅋㅋㅋ,0,2025-04-06T14:39:23Z
@혀나-z1z,말투 내스탈❤,0,2025-04-06T14:18:33Z
@신정혜-w5t,바쁘지만 카메라 위치 계속 바꾸는 스피드 ㅋㅋㅋㅋ,0,2025-04-06T14:03:55Z
@Bluewind-r3r,왔 어요. 그시간이.  ㅋ 😊,0,2025-04-06T13:43:55Z
@경미이-d7f,현실감 극대화 ㅎ,0,2025-04-06T12:44:14Z
@miraclewarez,아줌마인가여?,0,2025-04-06T12:43:51Z
@은주이-g7o,이분은 진짜내스퇄~ 이뿌신데 이쁜척안하시구 진짜 쿨해~~,25,2025-04-06T11:36:08Z
@고수먹기고수,스팸 소분 대박 저도 해봐야겠어요,0,2025-04-06T11:00:29Z
@김정아-j7b,"아 언니 참 휘뚜루 마뚜루
내스퇄이야~~~
비닐봉다리에 무심코 툭~~~
뭣이 중헌디 의 정석이라고나 할까?",0,2025-04-06T10:59:39Z
@춤추는탬버린-d6n,언니 체고,0,2025-04-06T10:27:56Z
@ahj5048,신발 어디꺼에요~  이뻐용,0,2025-04-06T09:26:26Z
@slvjsk,"진짜 하기싫은데 그렇다고 또 대충은 싫어 
툭툭하는데도 야무진 손길이 너무 잘느껴짐 ㅋㅋㅋ",0,2025-04-06T09:09:55Z
@벤자민-h1w,다리떨기ᆢㅋ,0,2025-04-06T08:52:03Z
@이몽룡-m5i,달걀껍질 휙휙 던지는데 정리는잘하시는분 ㅎ,0,2025-04-06T08:48:07Z
@영미문-g1o,"오  저도 그렇게 만들어서챙겨가야겠네요~
좋은하루요~",0,2025-04-06T08:14:42Z
@솜이하살법,오후근무이지만 어중간하게 1시 출근이고 지하철+도보 40~50분거리[버스 직통이면 거의 50분 이상임]인지라 아점 빨리 먹고 나와도 근무하다보면 보통 배고픈게 아니에요. 근데 또 중간에 있는 휴게시간이 30분이라 빵 하나랑 우유로 허기달래는건 그나마 괜찮은데 이게 밀가루라 좀 그렇긴하네요. 근데 이 영상이 눈에 띄였다? 내일 시도해볼만하네요. 아침에 미리 만들어서~ 출근하고 일하고나서~ 휴게시간에 주먹밥먹으면서 햄볶는 행복느껴볼래요 ㅋㅋㅋ,0,2025-04-06T07:45:38Z
@짱부장-p4i,이분 영상보다보면 주요리도  요리지만 응~응?? 응~!!! 보관스킬 요리스킬 배울게 꽤많음ㅋㅋ,0,2025-04-06T07:36:37Z
@Kim-sw1ig,"이
말투로 영어도 한번만 해주세여 궁금..😮",0,2025-04-06T07:34:07Z
@매설화-h8w,"아~행복해요?
아~쿨해요~~^^",0,2025-04-06T07:27:46Z
@earlymorning9,학 C ㅋㅋㅋ😂,0,2025-04-06T06:26:05Z
@요리를쉽게하는밥쟁이,열나게 멋있어 ㅋㅋ ❤,0,2025-04-06T06:18:00Z
@jonathanyhim2858,말투 존나 쿨찐같노 ㅋㅋㅋㅋ,0,2025-04-06T06:09:08Z
@kumononakade,랩퍼같아요 ㅋㅋㅋ 찰짐,0,2025-04-06T05:00:55Z
@kumononakade,다리떨기 ㅋㅋㅋㅋㅋ,0,2025-04-06T05:00:34Z
@김진영-e6j,진짜 매력있어요~~~,0,2025-04-06T04:46:14Z
@샤론-m9l,ㅎㅎㅎㅎ ㅎㅎㅎㅎ,0,2025-04-06T04:38:23Z
@윤뚤기,언니 영상 잘 보고있어용 :) 운전하실 때는 고무줄로 묶는게 좋아요. 만약 사고날 경우 머리집게핀하면 위험하대용 😢,0,2025-04-06T03:59:47Z
@고민하지말고실행,"아들 간식으로 간편하고 딱이네요! 꿀팁감사❤
마지막 봉다리ㅋㅋㅋ 귀여우세요😂😂",0,2025-04-06T03:55:54Z
@해바라기-d8w8e,다리떠는모습 빵ㅎㅎㅎ,0,2025-04-06T03:40:00Z
@Leeharim93,표정 목소리 너무 쿨하셔 ㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-06T03:37:49Z
@가람킴no.1,"ㅅㅂㅡ
그런 잡스런 도시락이라면
그냥 가다가 
김밥 한줄에 항아리 우유
하나 사면 되지
그시간에 20분 더 잤지",0,2025-04-06T03:36:08Z
@one_point8121,학씨 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-06T03:05:52Z
@카난-l5g,전영상 보다가 궁금해서 그러는데요 자주 쓰시는 또띠아 몇인치에요??,0,2025-04-06T02:37:55Z
@jung-kz5he,"이 분 목소리
복화술 하는듯 한 소리
넘~~ 매력스",1,2025-04-06T02:25:10Z
@mementomori..,엄~~청 부지런하신분,0,2025-04-06T01:53:00Z
@soulmove80,다리떠는거 못참쥬❤,0,2025-04-06T01:41:46Z
@설탕-l8s,아...이 언니 진짜 후딱후딱 손 빠르게 그리고 맛있게 잘 맨든다니까~!   재료 정리 딱해놓고~  살림꾼인정👍,0,2025-04-06T01:33:16Z
@user-no1hz8sr3c,메뉴가 건강엔 안좋을 것 같아요..대체적으로,0,2025-04-06T01:13:59Z
@limjaehyungful,달걀껍질 던지는 거 멋있어요 누나,0,2025-04-06T00:41:35Z
@benkwon7317,"뚝딱 요리하고 ,무심한듯 말하지만 내용은 알차다!",3,2025-04-06T00:37:10Z
@서정은-x9j,바쁜데 도시락도 챙겨가시고 야무지심~!!!,0,2025-04-06T00:09:14Z
@타샤맘,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-06T00:08:28Z
@joo2628,"와~써요 그시간이 ㅋ
귀여워❤",0,2025-04-06T00:04:39Z
@absolute9157,"은근 중독성 있습니다^^
항상 응원합니당~~~!",0,2025-04-05T23:25:03Z
@minizoo1045,아니 고래밥은 왜왜왜 😮,0,2025-04-05T23:14:10Z
@101-fl2he,아 스팸도 소분 또 배워요~~,1,2025-04-05T23:03:41Z
@doll7300,"머지........이여자..............매력있어.............
먼가.........허술한데..........매력있어.................
저 손놀림 절대 하수가 아냐.......",0,2025-04-05T22:55:44Z
@JJJ-k9y,덕분에 남편 아침밥 해결했어용!,0,2025-04-05T22:36:07Z
@badgerhoney79,쓰레기통에 과잨ㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-05T22:02:53Z
@최인수-w9i,"야채는???? 건강식은 아닌데...
아는맛이 더 무섭다고 맛은 그냥 끝내주죠. ㅎㅎㅎㅎㅎ",1,2025-04-05T20:48:31Z
@김예지-q1l,식량에비해 비닐봉지 너무 큰거 아니에요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-05T19:23:46Z
@tv-ml6iw,새벽에 유툽보다가 영상빠져서 쇼츠정독하고 구독^^ 가식없고 편안하고 넘 좋다요♡,0,2025-04-05T18:57:38Z
@Skywindforest,항상 보면서 대리만족 중 ㅎㅎ 어찌 그리 요리를 잘하시는지,0,2025-04-05T18:36:40Z
@윤진-z7f,"고래밥이다!!! 
제니가 제니퍼 허드슨 쇼에서
자랑한 고래밥~~~~~",0,2025-04-05T18:29:58Z
@KCh3063,"스팸~ 기절각 ㅋㅋㅋ
나는 오늘도 쓰러졌다 😂",0,2025-04-05T18:28:03Z
@홍준선-w6k,이누나 요리여신임니당,0,2025-04-05T18:16:37Z
@권태희-p4n,"엄마가 걱정 안하시겠어요^^
야무진 딸래미",0,2025-04-05T16:48:41Z
@mugsam,Chill girll,0,2025-04-05T16:42:11Z
@그린비아라-n7e,무심한말투 중독성있어 자기전에 생각나요,1,2025-04-05T15:20:36Z
@miracle-wv7vo,학C에서 공감대 ㅋ,1,2025-04-05T15:13:34Z
@서현-q3v3v,말투중독,0,2025-04-05T15:09:54Z
@kevingo5864,스팸 저렇게 보관하는건 또 처음봄,0,2025-04-05T14:54:00Z
@조문희-t4k,학 c~ㅋㅋㅋㅋㅋ 영상이 중독성있어요,0,2025-04-05T14:50:57Z
@이주연-t5k,❤❤❤❤,0,2025-04-05T14:48:00Z
@사랑받고있어,학C에서 빵 터졌습니다ㅋㅋㅋㅋㅋㅋ,0,2025-04-05T14:43:24Z
@김혜수-f3d,다 필요없고 초스피드 생존왕,0,2025-04-05T14:42:07Z
@단단단-k6q,도시락 맨날 봉지에 싸가눈 센스덩어리,0,2025-04-05T14:38:04Z
@yuyumommy7217,"소분 시리즈
부탁드려요 😮",1,2025-04-05T14:32:46Z
@율-p3n,"큰숨쉴때 극공감
흘리는거,,,슬퍼진짜
바쁜데일이더생겨",52,2025-04-05T14:21:34Z
@depthgraphy,살짝 음쓰 느낌 시크해😂,0,2025-04-05T14:05:36Z
@evelyn-g9d8i,계란껍질 던지기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,2025-04-05T13:55:04Z
@씽라인,근데 왜 미국사람들은 스팸 안먹는다는 얘기가 한국에서는 왜케 나도는걸까요?ㅜ,0,2025-04-05T13:46:02Z
@birchaa,회사가서 무슨일 하는지 너무너무 궁금하고 같이있고 싶네요 늘 유쾌한 언니~❤,0,2025-04-05T13:13:25Z
@tierinko2419,진짜 똑부러지는거 맞다니까요! 스팸 소분 생각지도 못햇는데 와.... 마지막 주먹밥 뭉쳐서 먹는것도!!!! 살림천재 ❤,10,2025-04-05T13:10:15Z
@hwarinem,와 도시락 메뉴 고민했던게 싹 사라지는 영상이네요ㅋㅋ,0,2025-04-05T12:55:41Z
@융융-e7w,눈밑 다크서클 무슨일이죠? ㅋㅋㅋ,0,2025-04-05T12:52:18Z
@플레져-y2x,스팸 얼렷다가 녹여도 그맛 그대로일까요!!,0,2025-04-05T12:49:22Z
@KimHyeJinTV,왐마~이 레시피 쵝오쵝오~♡,0,2025-04-05T12:41:01Z
@dohakim5955,되게 대충대충하는거같은데 완성품은 그럴듯함,0,2025-04-05T12:40:51Z
@김효희-w2j,ㅋ도시락 비닐봉투에담아가는ㅋㅋ욱겨용,0,2025-04-05T12:36:23Z
@srpark5303,"세상 무심하게, 세상 귀찮은 듯
그러나 금손!!!ㅎㅎ",0,2025-04-05T12:33:39Z
@제로네아츠,월요일에  싸가야겠어요..잘 먹겠습니다..😊,0,2025-04-05T12:26:16Z
@머래-k4j,비빌때 넘오 인간적이에요ㅋㅋㅋ,0,2025-04-05T12:26:06Z
@lovetreehand,귀여워ㅠㅠ,0,2025-04-05T12:17:52Z
@ナムヒョン-d7h,ㅋㅋㅋㅋㅋㅋ에궁~❤❤❤이해많이감❤❤❤❤🎉🎉🎉🎉🎉🎉🎉,0,2025-04-05T12:12:36Z
@지현-m4d,"강아지 키우는지 이제 알았어요 ㅎㅎ
월요일 점심 도시락은 이걸로 해야겠습니다",0,2025-04-05T12:12:31Z
@mint_luv,언니..언니 이 귀찮은듯한 말투 보다보니 중독성 장난없어서 나도 모르게 구독을 눌러버려써여 책임져요(?),0,2025-04-05T12:06:20Z
@spartacus-b1m,"아 오늘 처음 봤는데 도저히 못참고 구독함
퉁명스러운 말투에 빠른 영상 완죤 내스타일❤",12,2025-04-05T11:57:59Z
@insuhcho3286,ㅋㅋㅋㅋㅋㅋ늘 잼나요.ㅋㅋ,0,2025-04-05T11:54:08Z
@Hrrrrrrrrrrrr,ㅋㅋㅋㅋ아 웃겨 진짜 ㅠㅠ,0,2025-04-05T11:54:00Z
@judge-99-z5y,점심먹으러 회사가요,0,2025-04-05T11:51:32Z
@휘나리-v2o,"건들건들말투
건들건들떠는다리
건들건들걍대충
하는  것 같은데?
걍 넘넘 맛있을 것 같음! 🎉🎉🎉
똭 내 스탈❤❤❤❤❤",0,2025-04-05T11:51:03Z
@jen9816,소분따라하고 싶지만ㅠ 부지런쟁이여야 가능...ㅠㅠㅎㅎ,0,2025-04-05T11:48:19Z
@최진희-l7y5u,너무  좋아요ㅎ,1,2025-04-05T11:30:35Z
@mynamelee,집밥하는사람중제일힙해요❤,1,2025-04-05T11:28:50Z
@이라빈,남편분은 런치백에 이쁘게 싸주면서ㅋㄱㄱ본인껀 봉투에 대충 담아가는거ㅋㅋㅋㅋㅋ  너무 귀엽잖아ㅋㄱㄱ,1,2025-04-05T11:16:03Z
@아파트-d6q6s,봉다리 👍,1,2025-04-05T11:10:35Z
@uiyeonhada,오 스팸소분 !!! 엄지척!!!,1,2025-04-05T11:09:59Z
@밤하늘엔별,귀여워,1,2025-04-05T11:02:27Z
@정nhdd나,졸귀 내요즘최애ㅋ,1,2025-04-05T10:48:03Z
@싱싱이-v4f,요즘은 계란 구하기 쉽나요?,1,2025-04-05T10:31:33Z
@브라우니-l8z,왔어요 그 시간이~ㅋㅋㅋ,1,2025-04-05T10:26:34Z
@onetop_0,ㅋㅋㅋ 😂🎉,1,2025-04-05T10:19:22Z
