작성자,댓글,좋아요수,작성일
@michellelee640,왠지 회사일두 후딱후딱 야무지게 잘헐듯,0,2025-04-05T10:14:11Z
@michellelee640,아  넘 사랑스러워요 저 털털함❤,5,2025-04-05T10:13:22Z
@loveexolovenini,스팸 소분 냉동보관 배웠어요ㅋㅋ귀차니즘 같지만 세상 부지런한 언니❤,0,2025-04-05T10:12:53Z
@user-sv7gt6de1z,메뉴 제조기 언냐..,0,2025-04-05T10:04:00Z
@love-tz7ei,"늘 다리떨게 되는 맛
알거같아여 ❤❤❤",0,2025-04-05T09:44:45Z
@깨-i1n,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,2025-04-05T09:40:40Z
@JimmyLee-kd5mg,스팸을 소분하신다구?? ㅋㅋ 귀차니즘은 컨셉인거지? 요리실력은 덤이고 완전 찐 살림꾼임,0,2025-04-05T09:13:14Z
@song-r2q,봉다리에 가져가는거 졸귀ㅋㄱㅋㄱㄱ,0,2025-04-05T09:10:07Z
@user-shidne10,"언... 언니?..... 지금 흘린걸 버린거야?... 난 당연히 
'이정돈 안 죽어요.' 하고 넣을 줄 알았어...",0,2025-04-05T08:44:05Z
@인연수-o1o,끝까지 보는 묘미는 발 떨림이죠 ㅋㅋㅋ,0,2025-04-05T08:39:35Z
@davidkim3401,"다리 떠시는거 보러 오신분😂😂
아이디어가 어떻게 계속 
나오나요???
천재😂",3,2025-04-05T08:39:11Z
@queens-realty,다리는 꼭 떨엌ㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-05T08:30:10Z
@난향-h7c6i,우리들은 현실^^찐입니다~😂,0,2025-04-05T08:25:39Z
@ekdma415,밥솥 쿠첸꺼 같은데 맞나유 ?,0,2025-04-05T08:14:08Z
@킴유반,중간에 하... 하는거 공감되서 엄청 웃었네요 영상 비하인드 만드시는것도 봤는데 재밌고 또 때로는 실용적으로 유익한 영상 만들어주셔서 감사해요 덕분에 영상 하나 보며 배울것도 배우고 또 재밌게 잘 보고 갑니다. 아프지 마시고 늘 행복하세요 언제나 감사합니다 ㅎㅎ,0,2025-04-05T08:03:36Z
@김태한-d9v,저는 저. 다리떠는게 더 매력적 이여요,0,2025-04-05T08:02:42Z
@Happy_ddobok,저는 스팸을 냉동시키기 전에 손으로 다 으깨서 스크램블처럼 해두고 얼려욥!!ㅎㅎ 볶음밥이나 부대찌개 등등 냉동 바로 사용해도 보슬보슬 편해요!!ㅎ추천 드리옵니댜♥️,0,2025-04-05T08:00:20Z
@김경희-t2l3p,"항상보는데요
넘멋찌네요~따라쟁이되어갑니당 ㅎ",0,2025-04-05T07:56:12Z
@파랑고양이-o6t,"밥이 그릇밖으로 튈때 헉! 했는데 
학C땜에 빵터짐...ㅋㅋㅋㅋㅋㅋㅋㅋ",0,2025-04-05T07:55:59Z
@캐롤리나,저노무 비니루 봉다리ㅋㅋㅋ 내가 도시락가방 하나 사 보내드릴게.  거 주소 불러보소ㅋㅋㅋㅋ,0,2025-04-05T07:53:21Z
@정하야신스,참 귀여우먼서 쉬크~~😮😮❤❤,0,2025-04-05T07:32:05Z
@esw6684,세상 귀찮은 말투로 할거 다하고 봉다리에 도시락 들고 나가는모습에 반해서 구독 했습니다~~  ㅎㅎ,0,2025-04-05T07:26:16Z
@kim-s7u2f,이렇게 이쁘고 멋진 여자 어디 또 없나,0,2025-04-05T07:22:16Z
@Edssttt,스팸 맨날 도마에다 잘랐는데 주걱으로 자를 생각을 왜 못했지.. 오늘도 또 배워가요 ㅋㅋㅋ,0,2025-04-05T07:17:51Z
@user-karahan,쵝오 !!,0,2025-04-05T07:05:33Z
@이야호-l7l,인급숏 추카추카여❤,1,2025-04-05T07:02:54Z
@굿모닝-s1k,정말 친해보고 싶다~,0,2025-04-05T06:57:45Z
@YYC-r2d,비닐봉지에다 싸감?ㅋㅋㅋ,0,2025-04-05T06:51:24Z
@kkcha8555,비닐봉지가 포인트~~^^,0,2025-04-05T06:49:51Z
@임정희-p1h,"출근복  심플 이뻐요
참 알뜰살뜰  감동이에요 😊",0,2025-04-05T06:46:30Z
@hysu6441,와~도시락가방 진짜 편하고 멋지네요ㅋㅋㅋ❤,0,2025-04-05T06:41:14Z
@연탄아-z4w,"여기가 한국인지 미국인지ㅋㅋ
식자료재가 다 친근해보요😂😂",0,2025-04-05T06:38:56Z
@미피x5x,ㅋㅋㅋ 짱,0,2025-04-05T06:37:33Z
@바꿔-k8b,"양말.신발. 니트..딱 이뻐요ㅋㅋㅋㅋ
뭐 일케 돌아가시게 다 센스있냐구요 ㅋ",0,2025-04-05T06:29:37Z
@jykim7739,언뉘! 므쪄요❤❤,0,2025-04-05T06:23:04Z
@jaewook_seo,ㅋㅋㅋㅋㅋㅋㅋ 그와중에 착장 넘 잘어울리심😂,0,2025-04-05T06:20:51Z
@김도형-r7d,"표정이 압권이다.
진짜로 요리하기 싫은 사람인데, 막상 영상보다보면
너무 잘하는 국뽕언니🤣🤣
👍👍👍👍👍👍👍👍👍",6,2025-04-05T05:34:37Z
@한미공작원,아니 전문 카메라 VJ 가 있는거에요? 혼자 촬영 연출 편집 대단한 실력이네요❤,0,2025-04-05T05:27:04Z
@따로로로,바쁘지만 고래밥은 챙긴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-05T05:23:58Z
@지방이하트,"ㅋㅋㅋㅋ주먹밥 봉지에 넣고 들고가는거
역시 언니답네요 ❤ㅋㅋㅋㅋㅋ",0,2025-04-05T05:18:04Z
@컴뱃컴뱃,다리떨지마 섹시해 너무너무 ㅋㅋ,0,2025-04-05T04:57:20Z
@bonacho5356,소분 장인~~ 👍,0,2025-04-05T04:55:54Z
@몰랑스,아 봉다리 가방 최고입니다. 급할 땐 진짜 그만한 손가방이 또 없더라고요.,1,2025-04-05T04:54:11Z
@Lynn-u8t2r,비닐봉다리! 아아 좋아. 흘리는 밥. 더 좋아.,0,2025-04-05T04:52:25Z
@이혜주-x5c,한 숨 쉴때 ......저도 쉬이.....ㅋㅋㅋ,0,2025-04-05T04:38:26Z
@godltm0078,고래밥 블핑 제니가 소개해서 더 핫한과자 ㅎ,0,2025-04-05T04:36:01Z
@윤정박-w1r,오늘도 웃음 지뢰가 여기저기 😁😁😁😁,0,2025-04-05T04:20:20Z
@사이언s,언니 스팸 어디서 어떤 거 사시나요?,0,2025-04-05T04:14:42Z
@기린기린-c5s,천재!!! ㅋㅋㅋ 스팸 구우면서 자르는거 너무 최고네요!!  ㅋㅋㅋㅋㅋ,25,2025-04-05T03:56:34Z
@johanak2407,이거 괜찮네.. 한번 해봐야 겠다.,0,2025-04-05T03:39:18Z
@긍정퀸-d9s,"뒤집개로 스팸 자르는거ㅋㅋ
나는 왜 생각못해서
도마 칼 다 꺼내고ㅜ
설거지 잔뜩ㅋ
이분은 센스가 보통 아이오!!!!
또하나배워가용~~~~😊",0,2025-04-05T03:31:11Z
@뉴저지아내도시락,주먹밥 싼다고 이런저런 플라스틱 기구 안꺼내서 너무 좋아요..현실 찐 리얼 도시락 쵝오 입니다~👍👍 (나두 이렇게 쌀걸😅),47,2025-04-05T03:15:51Z
@0jwpwuqp,"ㅋㅋㅋㅋㅋ 미쿡사는 언니도 학c!를 아는 거예요?
늘 정감가는 미쿡언닝❤",0,2025-04-05T03:09:52Z
@Joy-qp1lx,"한동훈 다시는 보고싶지않아요.
꼭 경선에서 이겨 이재명도 이기고  윤대통령 지켜주세요",0,2025-04-05T02:51:27Z
@징구찜,요몇일 계속 떠서 나도 모르게 보게되는데 중독되버림...이제는 걍 구독할께요.......,0,2025-04-05T02:41:00Z
@kamiyu_daily,와 진짜 맛이썽보여요.. 나도 스팸 소분 저렇게 해야지!!❤❤,0,2025-04-05T02:37:23Z
@민자한-o4j,목소리시크 조아용❤,0,2025-04-05T02:34:53Z
@chokim8758,인스타에서 누가 젠님 말투 따라해요,0,2025-04-05T02:27:39Z
@블도그-x4c,귀엽다❤❤❤,0,2025-04-05T02:14:17Z
@ily2817,와 진짜 제 롤모델이요 😢😢,0,2025-04-05T02:13:21Z
@jeongyuyeon8742,도시락 가방 비닐봉지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 😂😂😂❤❤❤❤❤,0,2025-04-05T02:04:44Z
@happfacekimlora5604,학~~C  ㅋㅋㅋ,0,2025-04-05T01:47:23Z
@kyombly1718,"학C ㅋㅋㅋㅋㅋㅋㅋ 점점 뒤로 갈수록 검은 봉다리때랑 데자뷰 현상 뭐죠🤣 
근데 바빠 죽겠는데 고래밥 챙기는거 진짜 핵졸귀...근데 이전 숏츠에 오늘 다시 보다가 알았는데 큐피마요네즈 학씨 제 최애 마요를 젠님도 아시다니ㅋㅋ 혼자 내적친밀감 생성중이에요😂",0,2025-04-05T01:41:04Z
@정주희-q8c,"푸디젠님 영상은 항상 간단간단 
근데 완성품은 너무 고급져요~~
우리집에 없는
후리가케 검색 들어가야 겠어요~
한국에서도 팔아요??
푸디젠님이 쓰면 왠지 다 맛있고 좋을것 같은 믿음이 가는 1인 입니다 ^0^
항상 잘 보고 있어요~",0,2025-04-05T01:29:31Z
@Ralala771hb,"후딱해보니 세상 맛있어요~~
애들 독서실갈때 도시락 싸주는데 정말 도움 많이 받습니다
짧은 영상 꼼꼼한 팁도 놓치지 않으시는 멋진 분
복받으실거에요~~❤",1,2025-04-05T01:26:18Z
@feel_alright_tte,"이거 담주 월욜 남편도시락 당첨ㅋㅋㅋ 저도 H마트 봉다리에 싸줄래요😆 간단하고 맛있는게 남편도 무조건 맛있다고 할거예요
저 요즘 다이어트 중이라 젠님 레시피로 뭐 해먹은지가 오래된 것 같아요.. 제 입맛 다 올려놓은 젠레시피 못먹으니 죽겠어요🫠 다이어트 얼른 끝내고 올게요!",27,2025-04-05T01:23:41Z
@애리-q5p,요리안하는데 너무 간단하게 맛있는 요리하셔서 저도 한번씩 따로해보고 있어요.재미있는 영상 감사합니다^^,0,2025-04-05T01:16:01Z
@pit_a_pat1985,"뒤집개로 조각내기
그대는 지니어스 👍👍👍",0,2025-04-05T01:12:36Z
@지아이-b9f,햄 복하셔요.,0,2025-04-05T00:53:39Z
@해피하니-t2d,"진찌 촬영 디테일이 최고인것같아요 전자렌지에서    햇반꺼내는거, 음식찍었다, 전체찍었다, 카메라가 여러대인건가요? 암튼 누가찍어주는것처럼 진짜 촬영 스킬이 진짜 프로신듯 
바짝 집중해서 보게되요ㅋ",0,2025-04-05T00:45:22Z
@자유-b5x,점심시간 기다려요!....ㅋㅋㅋ❤😊,0,2025-04-05T00:44:59Z
@mandusongdiary,미국에서도 학씨~ ㅋㅋㅋㅋ,0,2025-04-05T00:42:17Z
@wav-g3n,비닐봉다리 인간미 넘치심 매력끝장나시네,0,2025-04-05T00:38:20Z
@지야니-i5j,봉다리 퐝터짐요😂😂😂,0,2025-04-05T00:29:19Z
@김희정-j7z,정말 귀엽네요^^,0,2025-04-05T00:23:43Z
@두루미-i1d,독립..!.?이라니ㅜㅜㅠ 이사브이로그 집들이 브이로그 룸투어 브이르고 당장가요ㅠ 넘 잼겠다 사실 찰스독립 내가 더 좋아요,0,2025-04-05T00:08:35Z
@K트윈스,앜ㅋㅋ 점심시간기다려욭.~~ 사람사는거. 다똑같 😅,0,2025-04-05T00:07:43Z
@두루미-i1d,구독 두 번 하고싶다 빨리 백만더ㅣ게...,0,2025-04-05T00:07:31Z
@taeeunkeem,아니 저 김통ㅋㅋㅋ 다른분 쇼츠에도 김은 저통에 있던데 우리집도 저 통에 김이 있음ㅋㅋㅋ,0,2025-04-04T23:58:18Z
@앞치마apchima,소릴 안켜고봐도 음성이 들리는 듯 ㅎㅎ😅😅,0,2025-04-04T23:47:49Z
@프루게,"요리할때 별거없는데 늘 와~하는 비쥬얼
제발 주2ㅡ3회 해줘요
대충 뭐  아~~하믄 되잖아요ㅋㅋ😂😂😂",11,2025-04-04T23:44:23Z
@sun_f-o9e,근데 그나저나 왜 날씬해요,0,2025-04-04T23:29:09Z
@Happyzumma007,늘 재밌어요 😂,2,2025-04-04T23:24:46Z
@yonkimkor,혹시 군대나오셨나.. 봉지밥…,0,2025-04-04T23:22:13Z
@Mk_ming,진짜 초간단❤ㅋㅋㅋ 리얼해서 좋아요😊,1,2025-04-04T23:11:08Z
@정소연계정,😊,0,2025-04-04T23:05:40Z
@Berrytube2023,이상해.. 푸디젠님 영상을 보면 왜 스트레스가 풀리죠? 대리만족되는 이 기분은 뭘까요?? 늘 영상 감사합니다🙏🏻,0,2025-04-04T22:58:03Z
@보라도리도리-g2p,말끝마다 동그라미가 있네,0,2025-04-04T22:41:33Z
@sunyoungkim1418,실패없는 레시피!!!,0,2025-04-04T22:37:42Z
@홍안-p2t,털털한거 같아도 스팸 소분한거보니깐 야무지다,0,2025-04-04T22:35:02Z
@Ssuksister,도시락을 싸는데 (간단한 요기거리) 설거지거리 안늘리고 깔끔히 야무지게 먹는법까지 알려주는 유튜버가 있다? 젠님한테 헤어나오는 방법 아는사람 좀 알려주세요 (알려줘도 안헤어나올꺼임),0,2025-04-04T22:32:22Z
@Ssuksister,도시락을 싸는데 (간단한 요기거리) 설거지거리 안늘리고 깔끔히 야무지게 먹는법까지 알려주는 유튜버가 있다? 젠님한테 헤어나오는 방법 아는사람 좀 알려주세요,0,2025-04-04T22:32:07Z
@혜서미,와~나의 숨겨진 모습을 보는듯 패션 스타일도 비슷,0,2025-04-04T22:29:49Z
@emilychoi2227,"20년 주부경력 나도 인정! 
너무노무 야무짐...뉘집딸인지 부모님 흐믓하실듯요. 나도 외국살이라 살림하고 밥해먹는거 힘든데...요즘 이런 젊은언니야들 너무 똑똑이라 내딸도 이런 언니야 좀 배우라 하고싶음 ^^ 넘 맘에듬 
항상 잘 보고 있어요. ^^❤",0,2025-04-04T22:23:09Z
@정경희-u1i,다 알고... 아는 맛인데 ...뭔가 새로워!!! 해 보고 싶어~~~,1,2025-04-04T22:22:49Z
@뭉치네집,천재❤❤❤,0,2025-04-04T22:03:08Z
@귤이네-k2y,학c ㅎㅎㅎㅎ잼난똑순이,0,2025-04-04T21:55:19Z
@kim-pb7nb,학 씨..... 들어버렸다ㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-04T21:54:48Z
@임성국-i4d,ㅋㅋㅋ 말투가...잼나네...좋아요 누르고 갑니다~~,0,2025-04-04T21:47:09Z
@hlsong9169,볼때마다 쓰레기통/분리수거통을 간식창고로 쓰고잇는게 너무웃겨요 ㅋㅋㅋㅋㅋ,0,2025-04-04T21:40:07Z
@sisid93djxj,아 빽햄 땜에 스팸 가격 더 오름 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,2025-04-04T21:12:24Z
@auntiefubao718,세계관이 저랑 비슷,0,2025-04-04T20:52:33Z
@nyangajjang6715,바빠도 간식까지 챙겨가는 야무짐ㅋㄲㅋㅋㅋㅋ아...배고파,70,2025-04-04T20:37:40Z
@jmlee106,미국에서 회사다니는 직장인으로써 도시락 에이치마트 봉지에 싸가는거 보고 빵터짐 넘 진짜 가식없고 현실적이라 넘 좋아요 ( 저도 자주 그러거든요) 늘 잘보고있어요 레시피 감사해요 😊❤,311,2025-04-04T20:32:16Z
@온랑귤,문닫고 출근하지만 폰가질러 다시들어와야함ㅋㅋ주먹밥맛있겠어요ㅋㅋ나도 해봐야징,115,2025-04-04T20:23:59Z
@Pijomul,"어머 저도 애들 도시락 이리 싸줬는데,ㅎㅎ 😂😂😂❤",0,2025-04-04T20:16:40Z
@miding2,스팸 냉동실에 넣을 생각을 왜 못했지 ㅠㅠ👍👍,0,2025-04-04T20:02:27Z
@_h.h_1817,스팸 소분에 뒤집기 이용해서 컷팅까지...다리떠는거 언제쯤 나오나 왜 기다려지는걸까요....,0,2025-04-04T19:56:24Z
@wonny1147,업데이트 표시뜨면 제일 먼저 클릭해서 보게돼용! 영상이 항상 넘 재밌구 맛깔납니다,4,2025-04-04T19:37:09Z
@김유리-p5c,언제봐도 쿨하심,0,2025-04-04T19:26:11Z
@thankyouheyhey,건강이랑은 거리가 먼 식단을 보며 위안을 받습니더 껄껄,0,2025-04-04T19:06:06Z
@monkezbutt,매력 덩어리! 너무 좋아요.,0,2025-04-04T18:52:00Z
@hdj_song,저랑 같은 생각이신분들이 많네요~ 스팸 저도 소분해놓을까봐요. 바쁜와중에도 로퍼랑 양말 디테일 ㅎㅎ오늘도 화이팅하세요!,1,2025-04-04T18:45:31Z
@sjhan1809,진짜 똑부러지시네요.,0,2025-04-04T18:45:11Z
@lydiabear,"진짜 푸디젠님의 매력은 출구를 찾을 수가
없네요!!!  👍👍 스팸 남은거 늘 고민이었는데 소분해서 냉동 최고에요!!  오늘도 꿀팁 얻어갑니다!!!",3,2025-04-04T18:44:09Z
@터-j2b,"진짜 언니 영상 보고 태어나서 처음으로 유튜브 댓글 달아봤어요. 요리도 언니영상보고 넘 맛있어보여서 바로 오븐겸에어프라이기 사고 시작했어요 
간단하면서 쉽고 고급진요리
넘감사해요 그리고 피자 레시피 따라했는데
진짜 맛있었어요ㅎㅎㅎ
요것두 도전 
좋은하루보내세요❤",0,2025-04-04T18:41:32Z
@타만작,"남성 구독자 보다 여성 구독자가 많네요
음식하는 40대 후반 남성입니다
알고리즘으로 처음 본 때가 
4~5만 이었는데......역시 
처음 본 날 쑈츠 다 봤었네요
그때 문득 이 분 잘 되시겠다 생각했네요
앞으로도 승승장구 하세요",0,2025-04-04T18:37:15Z
@hwissglife713,아니 카메라를 어디까지 ㅋㅋㅋ 마이크로웨이브 안이라니,0,2025-04-04T18:34:16Z
@벼락치기잘하는죠르디,"도마,칼 없이 호다닥 1순위도시락",0,2025-04-04T18:32:42Z
@손승미-t9v,"늘  계란껍땍  어디론가던자시는게 너무재밌어요~ㅎ
씽크대로 던지시는거겠죵^^
늘 잘보고있어요❤",0,2025-04-04T18:30:12Z
@G0deng,누나 진짜 어이없고 짜증나는데 이거 먹고 면접 가려고.. 항상 응원해🎉,0,2025-04-04T18:18:23Z
@einmusictube,자막에 학 C 에 빵터짐 ㅎㅎㅎ,0,2025-04-04T18:08:23Z
@북극곰-k3u,누나 궁금한게 있어요 계란 껍질은 항상 어디다가 던지시는거에요? ㅋㅋ,0,2025-04-04T18:03:12Z
@원쫘,봉투 ㅋㅋㅋㅋㅋ아 진짜 이언니 너므 좋아 극극극호감,0,2025-04-04T18:00:24Z
@유빈-q8s,맛없없 조합이네요 😍 먹으면서 너무 행복할 것 같아요 ❤,0,2025-04-04T17:59:20Z
@우당탕코코넛,영상 찍느라 더 늦은 거 맘아파요 ㅋㄱㅋㄱㅋㅅㅋㄱㅋㄱㅋ ㅠㅠㅠㅠ,0,2025-04-04T17:56:07Z
@user-cn3vo4xv5g22,바빠돌아가시겠데 ㅋㅋㅋ아 말투 매력쩜,0,2025-04-04T17:37:57Z
@후니-y6x,야식으로도 딱이겠어요ㅋㅋ 이누나 다리떠는거 안보면 이제 영상 본게 아닌것 같음ㅋㅋ,1,2025-04-04T17:25:35Z
@tangomango5360,학…C 😂❤,0,2025-04-04T17:24:51Z
@ssongonyu,와...스팸 소분...고기 소분은 해봤는데 스팸은 맨날 덩어리로 얼려서 까먹다가 해동하고 다 으깨서 스팸인지 뭔지...맛없이 먹었는데 역시 최고시다,0,2025-04-04T17:05:11Z
@Ha-roo-4545,학c쎈스  👍,0,2025-04-04T16:57:10Z
@잉장vv,김치없이 먹을수 있나여...,0,2025-04-04T16:55:59Z
@현주오-l7s,바빠돌아가시겟지만ㅎㅎ,1,2025-04-04T16:48:22Z
@meenieeenie247,솔직하게..  일하러 간거 아니죠?,0,2025-04-04T16:40:02Z
@amyyoungna1018,"😂😂😂❤ always enjoying it!
Thanks~",0,2025-04-04T16:39:34Z
@user-xf5cd1ez4u,유튜브에서 오래 오래 보고 싶어요,0,2025-04-04T16:33:10Z
@로제은우수지,"매 영상마다
자연스럽게 풉 하고 웃음을 주는 무심한듯한 유머러스한 아이디어가 재밌습니다",0,2025-04-04T16:24:22Z
@blueberry9394,와 진짜 후루룩 뚝딱뚝딱.. 매력쩔,0,2025-04-04T16:23:35Z
@원주영-u2k,"진짜 미쳤따요~~~
프라이팬에 스팸 자르기~ 김통에 남은김 사용하기 ㅎㅎ
현실고증 에 빵터지고 갑니다 ㅋㅋㅋㅋ",0,2025-04-04T16:21:58Z
@heehee70,귀찮아하시는것 같지만 살림력 만렙인게 너무 잘 보임...부럽다,0,2025-04-04T16:21:44Z
@베리-코코,강쥐가 엄마 나가는데 가만있어여? 헤헤헿 궁금해서 강쥐사랑🫰,0,2025-04-04T16:21:14Z
@소곤소곤-q6w,이 언니 너무 좋아요 그냥 다 좋아요 시크한 말투까지요. 우리 신랑한테는 비밀할래요 ❤,0,2025-04-04T16:19:21Z
@gujung5265,"그냥 동작 하나하나가 매력덩어리 푸디젠님 ㅋㅋ
넘흐 좋아 😂",1,2025-04-04T16:17:56Z
@JM-fy2oj,와 스팸 맨날 꾸여꾸역 먹느라 사다논거 까기가 겁났는데 ㅠㅠ 당장 잘라서 얼려야겠어요 !! ❤,0,2025-04-04T16:11:40Z
@시엘-d8y,"맛있으니깐... 다리가 자동으로
떨리더라그요ㅎㅎ 다리 떠는 나를
발견한 순간;; 푸디젠님이 생각났어요
이렇게 맛있었구나~ 하고요^^ㅋ",0,2025-04-04T15:59:27Z
@최진영-u6g8s,난 이 언니 계란껍데기 박력있게 던지는 모습이 너무좋아ㅋㅋㅋㅋㅋㅋ😂,0,2025-04-04T15:57:04Z
@김미선-k8o,학씨ㅋㅋㅋㅋㅋ  동기화되다 터져버렸어욬ㅋㅋㅋ,39,2025-04-04T15:53:02Z
@2janDee,매력적인여자❤😂,0,2025-04-04T15:48:04Z
@leesarah224,"잘 비벼셔 ~~~ 확 ~~~ c. 바쁜데 할건 다하는 분 젤 부지런햐 
스팸 소분해놓은것좀 보소~",0,2025-04-04T15:47:56Z
@별난깽이,저도ㅠ요즘 왕고래밥 간식으로 먹는데 괜히 더 반갑네요 ㅋㅋㅋㅋ ❤❤❤,0,2025-04-04T15:47:01Z
@ChEn-l4g5p,근데 누님 늦었다면서 나가는거 찍고 다시 문열고 들어와서 카메라 챙겼을거 아니예요ㅋㅋㅋ,35,2025-04-04T15:46:53Z
@pppizim,어우 귀여워,0,2025-04-04T15:43:18Z
@yunlove0402,밥이랑 섞을때 저보는듯,0,2025-04-04T15:38:44Z
@royngel,"아 정말 마지막에 내모습이 여기 왜잇는거에요 
다 만들고 결국 봉다리에 한국과자랑 다 때려넣고 비장하고 후줄근하게 나가는 뒷모습 ㅎㅎ",0,2025-04-04T15:35:42Z
@H.yuni12,아니 저 바쁜데 즌자렌지안에 폰잇엌ㅋㅋㅋㅋㅋㅋㅋ귀엽노,0,2025-04-04T15:34:15Z
@탄산수탄산수-d9i,"왜케귀여워요? ㅋㅋ
바쁘다면서할건다하고가는게웃겨요. ^^
이렇게잘먹는데날씬하고~~~ 🎉🎉🎉",5,2025-04-04T15:30:12Z
@하늘-h3n2j,"스팸 소분한 사람 처음 봐 ㅋㅋ 
아이디어가 참 좋아",47,2025-04-04T15:22:36Z
@iluvolive,진심 부실한..  식단,0,2025-04-04T15:21:41Z
@살찐찡찡이,잘비벼서??빵터짐..쵝오😊,11,2025-04-04T15:21:31Z
@esthereunheechon2159,"스탬에 간장,설탕이 신의 한 수 인것 같아요. 그리고 김..😊😊😅",0,2025-04-04T15:21:10Z
@화봉이-r6f,와 진짜 지금 배고프다요 ㅠㅠㅠㅠ 참아요??!! 어떡해...밤 12시인데!,0,2025-04-04T15:18:43Z
@손가은-e5d,오늘도 텐션만 대충이고 너무너무 부지런하신 분❤❤ 모든 영상이 알차요. 늘 재밌게 보고있어요.,12,2025-04-04T15:13:22Z
@crayon0222,영어로도 말해주세용🙏🏻 넘 재밌을것 같아용😄,0,2025-04-04T15:12:01Z
@eunjulee7079,랩에 막넣고 뭉치면 끝이구나..천잰가봐요..맨날 힘들게 뭉쳤네요,0,2025-04-04T15:08:05Z
@윤탱-q6b,학~~~~씨ㅋㅋㅋㅋㅋㅋ보셨군요😁😁,0,2025-04-04T15:06:02Z
@과기-z9j,원래 엄~청 꼼꼼하고 각잡고 열심히 사는 분이죠? 유튜브 컨셉으로 대강대강 하는거죠?,0,2025-04-04T15:05:48Z
@야옹아멍멍해봐-j1b,이 언니 너무 매력있어ㅋㅋㅋㅋ지나간 영상들 정독하고있음요..,9,2025-04-04T15:03:42Z
@문달랭,"쇼파에 얌전히 있는 우디~❤
맞나요? 우디??^^;
아무튼,,저 맛있는 냄새에도 쇼파에 얌전히 있는 우디~완전 사랑둥이❤",1,2025-04-04T14:54:03Z
@쏟아지는햇살,"언니...근데...초가공식품, 백미밥에 환경호르몬까지...ㅠ",0,2025-04-04T14:52:59Z
@앞으로-k2f,짜긋다 ㅠ,0,2025-04-04T14:51:58Z
@Ssu_jay,기억안나서 대충만드는언니라고 검색했는데 나왔다욬ㅋㅋㅋㅋㅋ,0,2025-04-04T14:51:31Z
@candle2020,"학앀ㅋㅋㅋㅋ넘웃겨요😂😂😂
나도 귀찮은 날 집에있던 후랑크소세지랑 계란 후라이랑 후리카케 해서 간장이랑 비벼먹었는데...그것마저도 꿀맛...
이언니 나랑 비슷해...남편몰래먹으면 세상맛있게먹기랑 먹잘알😉😝",0,2025-04-04T14:51:22Z
@S.W.H-x6x,세상 귀찮은 표정과 세상 섬세한 카메라 각도,1,2025-04-04T14:50:54Z
@ddh5333,학C ㅋㅋㅋㅋ 폭싹속았수다 시청하셨군뇨 🤣🤣,2,2025-04-04T14:48:53Z
@jinheekim9782,아 바빠 돌아가시겠지만 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-04-04T14:45:49Z
@김클로이-c8n,"이러시면…
밥 1개가 모자랍니다 ㅎㅎㅎ
스팸에 밥1개가 왠말이냐!!",0,2025-04-04T14:45:35Z
@cwfriend68,"주먹밥도 맛나게  보여요,, 먹어보고 싶어요 ㅋㅋ",0,2025-04-04T14:43:34Z
@cwfriend68,"폭삭 속앗수다, ,  보셨나요?? 성질 날때는  ""학씨 아저씨"" 찾게되죠 ㅋㅋㅋ",0,2025-04-04T14:42:13Z
@goldbaby-u6s,이분 진짜 이쁘지 않슴?,0,2025-04-04T14:39:05Z
@無樂-p5j,"그렇지요.
직장이라고 시그니처 다리떨기가 없으면 안되죠.
근데 오늘은
고래밥이 주인공 같은데요. ㅎㅎㅎ",0,2025-04-04T14:38:48Z
@버터-k5f,집구경 시켜주세요,0,2025-04-04T14:38:36Z
@cozy-h5o,양이 너무 적어요~~이만큼 먹음 계속  간식을 먹거나 저녁에 입터집니다,0,2025-04-04T14:37:41Z
@coenfflzzz,저 첨에 영상보고 미국 사는줄 몰랐어요 ㅋㅋㅋㅋ 완전 한국이자나요 ㅋㅋㅋ,0,2025-04-04T14:34:31Z
@akssuscjd8716,와 찐 도시락이에요👍 진짜 친구하고 싶네요😂,0,2025-04-04T14:31:36Z
@로이스-p6j,오 저도 월욜 이거로다가❤ 님~~제스탈입니다.초간단 맛은 대박,0,2025-04-04T14:31:19Z
@yesitsmeuser0,고래밥 뭐얔ㅋㅋ,0,2025-04-04T14:28:40Z
@kelleykim4163,"회사에서도 계속되는 다리떨기~~>0<
넘 귀여워용~~♡♡",6,2025-04-04T14:28:35Z
@김은자-t3r,ㅎㅎㅎ 역시 👍,0,2025-04-04T14:28:08Z
@Mexicohusky,학씨 ㅋㅋㅋㅋ,0,2025-04-04T14:27:39Z
